Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Mergus serrator,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,2,0,1,1,1,0
Metacarcinus anthonyi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Metacarcinus,0,0,0,0,0,1
Mexigonus minutus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Mexigonus,0,1,0,0,0,0
Mimus polyglottos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,3,1,1,0,2,4
Miomantis caffra,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Mantodea,Miomantidae,Miomantis,0,0,0,0,1,0
Murgantia histrionica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Murgantia,0,0,0,1,0,0
Myioborus pictus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Myioborus,2,0,0,0,0,0
Myoporum laetum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Myoporum,1,1,0,0,0,0
Mytilus californianus,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,0,0,3,0,1,3
Nicotiana glauca,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,1,0,0,0,0,0
Numenius americanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,0,0,0,0,0,1
Numenius phaeopus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,0,1,0,0,2,2
Nyctanassa violacea,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nyctanassa,0,0,0,0,1,0
Nycticorax nycticorax,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,0,3,1,0,1,0
Nymphalis antiopa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,1,3,1,0,4,1
Olea europaea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,0,0,0,0,1,0
Omphalotus olivascens,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,0,0,0,1,0,0
Otala lactea,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Otala,0,1,0,0,1,1
Otospermophilus beecheyi,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,0,1,0,1,0,0
Oxalis pes-caprae,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,0,2,0,1,1,2
Oxyura jamaicensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,2,3,4,5,2,4
Pandion haliaetus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,2,0,0,4,0,0
Paralabrax maculatofasciatus,Not Found,Unknown,Unknown,Animalia,Chordata,Unknown,Perciformes,Serranidae,Paralabrax,0,0,0,0,1,0
Passer domesticus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,6,0,0,1,1,1
Passerculus sandwichensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,0,2,0,0,0,6
Pelecanus erythrorhynchos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,0,4,1,1,0,0
Pelecanus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Pelecaniformes,Pelecanidae,Pelecanus,3,1,5,1,2,1
Pellaea stictica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Pellaea,0,0,0,1,0,0
Periploma planiusculum,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Unknown,Periplomatidae,Periploma,0,0,2,0,0,0
Phalacrocorax auritus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,4,4,4,3,4,2
Phalacrocorax pelagicus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,0,0,0,1,0,0
Phidippus adumbratus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,0,1,1,0,0,1
Phidippus audax,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,0,0,0,1,0,0
Phoebis sennae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,0,0,1,0,0,0
Phylloscypha phyllogena,Not Found,Unknown,Unknown,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Phylloscypha,0,0,0,1,0,0
Physophora hydrostatica,Not Found,Unknown,Unknown,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,Physophora,0,0,1,0,0,0
Pieris rapae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,0,1,0,0,0,0
Pisaster ochraceus,Not Found,Unknown,Unknown,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,0,0,0,0,2,0
Platanus racemosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,0,0,0,0,0,2
Pluvialis fulva,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,1,1,0,1,0,0
Pluvialis squatarola,254375039,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,1,5,1,3,2,1
Podiceps auritus,220422990,Near Threatened,Decreasing,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,0,0,0,0,1,0
Podiceps nigricollis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,1,0,0,4,2,1
Podilymbus podiceps,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,1,2,4,1,1,1
Polioptila caerulea,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Polioptilidae,Polioptila,0,2,3,5,4,3
Procyon lotor,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,0,0,0,0,0,1
Psaltriparus minimus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,1,1,2,0,2,1
Pseudacris regilla,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,2,1,0,0,1,0
Pyrocephalus rubinus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Pyrocephalus,0,0,0,0,0,3
Quercus agrifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,0,0,0,0,2,0
Quercus lobata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,0,0,0,0,1,0
Quiscalus mexicanus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,0,1,0,4,0,0
Rallus limicola,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,1,0,0,0,0,1
Raphanus sativus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,0,0,0,0,2,0
Regulus calendula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,0,3,2,1,0,0
Rexithaerus secta,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Rexithaerus,0,0,1,0,0,0
Rhodosporidiobolus odoratus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,0,0,1,0,0,0
Rhus integrifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,1,0,0,3,3,1
Ricinus communis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,0,1,0,0,2,0
Rubus ursinus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,0,0,0,0,1,0
Rynchops niger,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rynchops,0,0,0,0,0,1
Salvia leucophylla,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,0,0,0,1,0,0
Sassacus vitis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Sassacus,0,1,2,0,0,0
Sayornis nigricans,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,4,9,5,6,3,5
Sayornis saya,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,0,2,4,1,3,2
Sceloporus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Phrynosomatidae,Sceloporus,1,2,0,0,0,0
Schistocerca nitens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,0,1,1,0,0,0
Schizophyllum commune,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,1,0,0,0,0,1
Sciurus niger,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,0,1,6,2,2,2
Selasphorus sasin,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,5,11,5,5,2,6
Setophaga auduboni,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,0,1,2,1,2,0
Setophaga coronata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,9,8,4,9,3,5
Setophaga nigrescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,0,0,0,0,0,1
Setophaga ruticilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,1,5,0,0,0,0
Setophaga tigrina,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,0,0,0,3,0,4
Setophaga townsendi,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,1,3,4,2,2,1
Sialia currucoides,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,0,1,0,0,0,0
Sialia mexicana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,2,0,0,0,2,1
Siphanta acuta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,Siphanta,0,1,0,0,0,0
Sisyrinchium bellum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium,0,0,0,0,1,0
Solanum douglasii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,0,0,1,0,0,0
Solanum mauritianum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,0,0,0,0,0,1
Spatula clypeata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,4,9,5,8,5,7
Spatula cyanoptera,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,4,3,1,5,4,1
Spatula discors,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,6,0,0,1,0,0
Sphyrapicus ruber,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,0,0,0,0,0,2
Sphyrapicus varius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,0,0,0,0,0,1
Spinus psaltria,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,2,4,1,0,0,4
Spinus tristis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,0,4,1,0,0,0
Steatoda grossa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,0,1,0,0,0,0
Steatoda nobilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,0,1,1,1,0,1
Streptopelia decaocto,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,2,1,0,1,0,5
Sturnella neglecta,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,0,1,0,0,0,0
Sturnus vulgaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,1,2,0,0,0,0
Sylvilagus audubonii,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,1,0,0,0,0,0
Sympetrum corruptum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,0,0,1,0,0,0
Tachycineta bicolor,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,0,1,0,1,1,0
Thalasseus maximus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,1,0,4,1,1,4
Thomomys bottae,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,5,0,0,0,0,0
Tivela stultorum,Not Found,Unknown,Unknown,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Tivela,0,0,1,0,0,0
Trachemys scripta,Not Found,Unknown,Unknown,Animalia,Chordata,Testudines,Unknown,Emydidae,Trachemys,0,0,0,0,1,0
Tringa melanoleuca,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,0,0,0,1,0,0
Tringa semipalmata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,5,4,9,6,3,7
Troglodytes aedon,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,0,0,1,1,0,1
Tropaeolum majus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tropaeolaceae,Tropaeolum,0,1,0,1,0,0
Turdus migratorius,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,0,0,1,0,0,0
Tursiops truncatus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Tursiops,0,0,2,0,0,0
Tyrannus verticalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,0,0,0,0,0,1
Tyrannus vociferans,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,1,2,1,2,1,1
Tyto furcata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,0,3,0,0,0,0
Unknown,Not Found,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5,8,4,6,11,1
Urile penicillatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Urile,1,0,4,0,2,0
Uta stansburiana,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Phrynosomatidae,Uta,0,1,0,0,0,1
Vanessa atalanta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,0,0,0,0,1,0
Vanessa cardui,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,0,0,1,0,0,0
Veronica franciscana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,0,0,1,0,0,0
Volvopluteus gloiocephalus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvopluteus,1,0,0,0,0,0
Vulpes vulpes,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,0,0,0,0,0,1
Washingtonia robusta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Washingtonia,0,0,0,0,0,2
Woodwardia fimbriata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Woodwardia,0,0,2,0,0,0
Zalophus californianus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,0,0,1,0,0,0
Zenaida macroura,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,4,2,2,0,4,1
Zonotrichia atricapilla,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,0,0,1,0,0,0
Zonotrichia leucophrys,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,5,7,3,7,4,7
Zosterops simplex,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,0,2,0,0,0,2
