Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,2020,2021,2022,2023,2024,2025
Lathyrus vestitus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,0,0,0,0,1,0
Latrodectus geometricus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Latrodectus,0,0,0,1,0,0
Leiothlypis celata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,0,0,0,0,0,2
Lepechinia fragrans,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lepechinia,0,0,0,0,2,0
Lepidospartum squamatum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Lepidospartum,6,0,1,5,0,2
Leptoglossus occidentalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,0,0,1,0,0,0
Leratiomyces ceres,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Leratiomyces,0,0,0,6,1,0
Leuronychus pacificus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Opiliones,Sclerosomatidae,Leuronychus,0,0,0,0,1,0
Limacus flavus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Limacidae,Limacus,0,0,0,1,1,0
Linanthus californicus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Linanthus,0,0,1,0,2,0
Linepithema humile,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Linepithema,1,0,1,0,0,1
Liometopum occidentale,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Liometopum,0,0,0,0,0,1
Lobularia maritima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lobularia,3,0,0,1,3,0
Lonchura punctulata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,0,0,0,0,0,1
Lonicera subspicata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,0,0,1,0,1,0
Lophodytes cucullatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,7,1,10,1,7,1
Lumbricus terrestris,Not Found,Unknown,Unknown,Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,0,0,2,0,0,0
Lupinus hirsutissimus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,0,0,0,1,0,0
Lupinus sparsiflorus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,0,0,0,0,3,0
Lynx rufus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,0,1,1,2,1,1
Lysurus mokusin,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus,0,0,0,0,0,1
Malacothrix saxatilis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Malacothrix,0,0,2,1,4,1
Malosma laurina,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Malosma,10,0,0,2,1,2
Marah macrocarpa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,5,0,7,6,0,0
Marasmius albogriseus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0,0,0,2,0,0
Marasmius plicatulus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,0,0,0,1,0,0
Marrubium vulgare,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium,3,0,1,0,0,0
Megahexura fulva,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Megahexuridae,Megahexura,1,0,1,0,0,0
Melanerpes formicivorus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,0,6,4,1,3,9
Melospiza lincolnii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,0,2,1,0,0,0
Melospiza melodia,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,1,0,0,0,0,1
Melozone crissalis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melozone,2,9,8,2,4,5
Menemerus bivittatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Menemerus,0,0,0,0,1,0
Metacyrba taeniola,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Metacyrba,1,0,0,1,1,0
Metaltella simoni,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Desidae,Metaltella,0,0,0,0,0,1
Mimus polyglottos,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,1,14,7,0,2,6
Mirabilis laevis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis,0,0,0,1,0,0
Mollisia cinerea,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,0,0,0,0,1,0
Morchella rufobrunnea,Not Found,Unknown,Unknown,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,0,1,0,0,0,0
Murgantia histrionica,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Murgantia,1,0,0,0,0,0
Myriopteris covillei,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Myriopteris,0,0,1,0,0,0
Myxarium nucleatum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,0,0,0,0,1,0
Naematelia aurantia,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Naemateliaceae,Naematelia,0,0,0,1,0,0
Nemophila menziesii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Nemophila,0,0,0,0,1,0
Neoscona crucifera,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Neoscona,0,0,0,0,1,0
Neotephritis finalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Neotephritis,0,0,0,1,0,0
Neotoma macrotis,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Neotoma,0,0,0,0,1,0
Nicotiana glauca,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,3,1,0,2,0,2
Nymphalis antiopa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,1,0,0,0,1,3
Odocoileus hemionus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,3,0,0,2,1,3
Oenothera elata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera,0,0,0,0,1,0
Olea europaea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,1,0,0,0,0,0
Oloptum miliaceum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oloptum,0,0,0,1,0,0
Omphalotus olivascens,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,0,0,0,2,1,0
Opuntia ficus-indica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,0,0,0,1,0,0
Opuntia littoralis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,5,0,2,1,1,0
Otospermophilus beecheyi,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,1,0,0,0,0,0
Oxalis corniculata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,0,0,0,0,1,0
Oxalis pes-caprae,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,0,1,1,2,0,1
Paruroctonus silvestrii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Scorpiones,Vaejovidae,Paruroctonus,0,0,0,1,0,0
Passer domesticus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,0,0,3,2,1,1
Patagioenas fasciata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Patagioenas,1,2,8,1,2,6
Pavo cristatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Galliformes,Phasianidae,Pavo,1,1,7,1,7,13
Pelegrina aeneola,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Pelegrina,0,0,1,0,0,0
Pellaea andromedifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea,0,2,7,2,7,0
Pellaea mucronata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pellaea,0,1,2,1,1,0
Peniophora albobadia,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,0,0,0,0,1,0
Pentagramma triangularis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pentagramma,0,0,2,0,1,0
Periplaneta americana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,1,0,0,0,0,0
Persicaria capitata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,0,0,0,0,1,0
Phacelia distans,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,0,0,1,0,2,0
Phacelia minor,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,0,0,0,1,0,0
Phacelia ramosissima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,0,1,0,0,3,0
Phaeolus schweinitzii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Laetiporaceae,Phaeolus,0,0,0,0,1,0
Phainopepla nitens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Ptilogonatidae,Phainopepla,0,0,0,0,0,1
Phallus hadriani,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,1,0,0,0,0,0
Pheidole hyatti,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,0,0,0,2,0,0
Phellinus gilvus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,0,0,1,0,0,0
Phidippus adumbratus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,0,0,2,0,0,0
Phidippus audax,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Phidippus,0,0,0,1,0,0
Phlebia tremellosa,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,0,0,0,0,2,0
Phloeodes diabolicus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Phloeodes,0,0,0,1,0,0
Phoebis sennae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis,1,0,0,0,0,1
Phyllocnistis citrella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,1,0,0,0,0,0
Pieris rapae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,0,0,0,0,1,0
Pinus canariensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,0,0,0,1,0,0
Pinus coulteri,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,0,0,1,0,1,0
Pinus halepensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,0,0,0,1,0,0
Pipilo maculatus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,0,5,1,0,0,4
Plantago major,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,0,0,0,0,0,1
Platanus racemosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,1,1,0,3,0,0
Platycixius calvus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Platycixius,0,0,0,1,0,0
Plestiodon skiltonianus,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Scincidae,Plestiodon,0,0,1,2,0,0
Poecile gambeli,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,0,3,0,1,0,0
Polistes aurifer,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Polistes,0,0,0,1,0,0
Polycarpon tetraphyllum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Polycarpon,0,0,0,0,1,0
Polygyra cereolus,Not Found,Unknown,Unknown,Animalia,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Polygyra,0,0,1,0,0,0
Polypodium californicum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,0,0,1,0,1,0
Polystichum imbricans,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Polystichum,0,0,0,0,1,0
Polytrichum juniperinum,Not Found,Unknown,Unknown,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Polytrichum,0,0,1,0,0,0
Populus trichocarpa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,0,0,0,1,0,1
Porcellio dilatatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,0,0,0,1,0,0
Procambarus clarkii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,0,0,0,1,0,0
Procyon lotor,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Procyon,1,0,0,0,0,1
Prunus ilicifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,1,0,0,1,0,2
Psaltriparus minimus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Psaltriparus,0,0,1,0,0,3
Pseudacris cadaverina,Not Found,Unknown,Unknown,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,0,0,0,0,1,0
Pseudognaphalium biolettii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,0,0,2,3,1,0
Pseudognaphalium californicum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,1,0,0,0,0,0
Pseudognaphalium microcephalum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pseudognaphalium,0,0,0,2,3,0
Pseudotsuga macrocarpa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pseudotsuga,0,0,1,0,2,0
Pterostegia drymarioides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Pterostegia,0,0,0,0,1,0
Pycnonotus jocosus,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Pycnonotidae,Pycnonotus,5,3,6,0,5,7
Quercus agrifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,4,2,0,4,1,5
Quercus berberidifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,1,0,0,0,0,0
Quercus chrysolepis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,0,0,0,1,2,2
Quercus durata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,0,0,0,1,0,0
Quercus wislizeni,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,0,0,0,0,0,2
Regulus calendula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,1,2,3,4,0,3
Rhus integrifolia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,0,1,0,1,2,1
Rhus ovata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,5,1,3,2,1,1
Ribes aureum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,4,0,4,3,1,0
Ribes californicum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,0,1,2,1,5,2
Ribes malvaceum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,0,0,1,1,1,0
Ricinus communis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,6,1,1,3,2,0
Rosa californica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,1,0,0,0,0,0
Salix lasiolepis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,1,1,0,0,0,0
Salvia apiana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,4,0,2,1,3,0
Salvia columbariae,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,0,0,0,0,3,0
Salvia leucophylla,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,0,0,0,0,1,0
Salvia mellifera,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,2,1,1,3,5,0
Salvia rosmarinus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,0,0,0,0,1,0
Sambucus cerulea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,1,0,0,0,0,0
Sayornis nigricans,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,3,9,1,1,0,11
Sayornis saya,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,0,0,0,0,0,2
Sceloporus occidentalis,Not Found,Unknown,Unknown,Animalia,Chordata,Squamata,Unknown,Phrynosomatidae,Sceloporus,2,2,1,0,1,5
Schistocerca nitens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Schistocerca,1,0,0,0,0,0
Schizophyllum commune,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,2,0,0,1,1,0
Sciurus niger,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,12,3,7,0,3,6
Scolopendra polymorpha,Not Found,Unknown,Unknown,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Scolopendridae,Scolopendra,0,0,0,1,2,0
Selaginella bigelovii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,0,1,2,4,0,0
Selasphorus sasin,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,1,2,5,1,0,4
Senna didymobotrya,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,1,0,0,0,1,0
Setophaga auduboni,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,0,21,1,1,1,0
Setophaga coronata,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,3,3,6,6,1,14
Setophaga nigrescens,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,0,0,0,0,1,0
Setophaga townsendi,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,1,0,1,3,0,2
Sialia mexicana,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,1,3,1,2,1,9
Silene laciniata,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,0,0,0,0,1,0
Silybum marianum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Silybum,0,0,0,2,0,0
Sitalcina lobata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Opiliones,Phalangodidae,Sitalcina,0,0,0,0,2,0
Sitta canadensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,0,0,0,0,1,0
Sitta carolinensis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,0,0,0,1,0,0
Solanum douglasii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,0,0,0,1,4,0
Solanum mauritianum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,0,0,0,0,1,1
Sonchus oleraceus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Sonchus,2,0,0,0,2,0
Spartium junceum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Spartium,1,1,0,1,0,1
Sphyrapicus ruber,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,0,1,0,0,1,0
Spinus psaltria,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,3,8,4,2,2,4
Spinus tristis,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,0,0,0,0,1,0
Spizella passerina,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Spizella,4,1,0,0,0,0
Stachys albens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,0,0,0,0,1,0
Steatoda grossa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,0,0,0,0,0,1
Steatoda nobilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,1,0,0,0,0,1
Stellaria media,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,0,0,2,1,1,0
Stephanomeria cichoriacea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Stephanomeria,0,0,0,0,0,1
Stereum hirsutum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,0,0,1,2,0,1
Streptopelia decaocto,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Streptopelia,1,0,0,0,0,0
Sturnus vulgaris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,1,2,0,0,0,1
Suillellus amygdalinus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,0,0,0,1,0,0
Superstitionia donensis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Scorpiones,Superstitioniidae,Superstitionia,0,0,0,2,0,0
Sylvilagus audubonii,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,0,0,0,0,1,0
Sympetrum corruptum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Sympetrum,0,0,1,0,0,0
Synchytrium papillatum,Not Found,Unknown,Unknown,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Synchytriaceae,Synchytrium,0,0,0,1,0,0
Taraxacum officinale,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,0,0,1,0,0,0
Targionia hypophylla,Not Found,Unknown,Unknown,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Targioniaceae,Targionia,0,0,0,0,1,0
Thomomys bottae,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Rodentia,Geomyidae,Thomomys,0,0,1,1,1,1
Thryomanes bewickii,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Thryomanes,1,0,5,0,0,6
Toxicodendron diversilobum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,2,0,0,6,0,1
Toxostoma redivivum,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Mimidae,Toxostoma,0,0,0,0,1,0
Trachelas pacificus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Trachelidae,Trachelas,1,0,0,1,0,0
Trachemys scripta,Not Found,Unknown,Unknown,Animalia,Chordata,Testudines,Unknown,Emydidae,Trachemys,0,2,0,0,4,2
