Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Ixodes hexagonus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,,,,1.0,,,,,
Hypnum cupressiforme,87713959,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hypnaceae,Hypnum,,,,,1.0,,,1.0,
Rhododendron ponticum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,2.0,1.0,3.0,,1.0,4.0,,,
Rhytidiadelphus squarrosus,87737123,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,,,,,,,,2.0,
Bombus terrestris,57372577,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,1.0,,1.0,,,,,
Marchantia polymorpha,87781155,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,,,,,,,2.0,2.0,
Vespula vulgaris,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,,,,,,2.0,,,
Phytomyza ilicis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,,,,,5.0,,1.0,1.0,3.0
Polypodium vulgare,85447699,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,,,,4.0,,,,,
Athelia epiphylla,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Athelia,,,1.0,,,,,,
Symphoricarpos albus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos,,,,,,,,,1.0
Flammulina velutipes,122090923,Least Concern,Stable,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,1.0,,,,,,,,
Cymbalaria muralis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,,,,3.0,,,,,
Ficus carica,224496277,Least Concern,Increasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,,,,,,,,1.0,
Xylaria hypoxylon,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,,,2.0,,,1.0,,1.0,
Dicymbium nigrum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Dicymbium,,,,1.0,,,,,
Prunus subhirtella,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,,,,,1.0,,
Aix galericulata,131911544,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,1.0,2.0,,2.0,2.0,,,,
Dendrocopos major,166214479,Least Concern,Decreasing,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,1.0,,,1.0,,1.0,,,2.0
Philoscia muscorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Philosciidae,Philoscia,,,,1.0,,,,,3.0
Fringilla montifringilla,264534717,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,,,,,3.0,,,,
Stigmella aurella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,,1.0,,,1.0,,1.0,,1.0
Cornus sanguinea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus,,1.0,2.0,1.0,,,,,
Ruscus aculeatus,5581331,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ruscus,1.0,,,,,,,2.0,1.0
Populus nigra,68106816,Data Deficient,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,,4.0,,,,,,,
Erigeron canadensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,,,,2.0,,,,,
Hedera hibernica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hedera,,,,,2.0,,,,
Erannis defoliaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,,,,,,,1.0,1.0,1.0
Daedalea quercina,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Daedalea,,,,,,1.0,,,
Capsella bursa-pastoris,2758177,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,,,,,3.0,,1.0,,
Turdus philomelos,166346863,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,,,4.0,3.0,1.0,2.0,1.0,1.0,1.0
Aegithalos caudatus,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,7.0,7.0,3.0,1.0,1.0,1.0,1.0,,1.0
Hyalopeziza millepunctata,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza,,1.0,,,,,,,
Iris foetidissima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,,,,,1.0,,,,
Coloeus monedula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,7.0,8.0,15.0,10.0,1.0,3.0,15.0,9.0,3.0
Larus argentatus,206585142,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0
Lycoperdon excipuliforme,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,,1.0,,,,,,,
Cornu aspersum,5012868,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,,,,,,3.0,,,
Jackrogersella multiformis,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Jackrogersella,,,,,,2.0,,,
Asplenium ruta-muraria,83504118,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,,,,,,1.0,
Lemna trisulca,84289752,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,,,,,,4.0,,,
Baeospora myosura,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Baeospora,,1.0,1.0,,,,,,
Phlebia radiata,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebia,1.0,,,,,,,,
Thuja plicata,2968155,Least Concern,Stable,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Thuja,,,,,,,,1.0,
Reynoutria japonica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,,,6.0,,,,,,
Ascocoryne sarcoides,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Ascocoryne,,1.0,,,,,,,
Tachybaptus ruficollis,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,1.0,1.0,2.0,1.0,,,,,
Clitocybe nebularis,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,1.0,,,,,,,,
Chaetochalara bulbosa,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Chaetochalara,,1.0,,,,,,,
Chaetosphaerella phaeostroma,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Coronophorales,Chaetosphaerellaceae,Chaetosphaerella,1.0,1.0,,,,,,,
Emberiza schoeniclus,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,,,,,,,,1.0,
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,,,,1.0,5.0,,1.0,6.0,1.0
Kindbergia praelonga,88382580,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Kindbergia,,,,,,,1.0,,
Gallinago gallinago,166243239,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,,,,,,2.0,,,
Rana temporaria,200721782,Least Concern,Stable,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,,,,,1.0,6.0,,1.0,
Columba livia,166230154,Least Concern,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,21.0,21.0,6.0,12.0,3.0,8.0,35.0,26.0,7.0
Aythya fuligula,166205462,Near Threatened,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,2.0,1.0,,1.0,1.0,,,3.0,
Alauda arvensis,200204640,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,,,,,,,1.0,,
Eranthis hyemalis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Eranthis,2.0,,,,,4.0,,,
Chamaenerion angustifolium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,,1.0,,,,,,,
Mycena vitilis,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,,,1.0,,,,,,
Alcedo atthis,264589271,Least Concern,Decreasing,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,,,1.0,1.0,2.0,2.0,1.0,,
Chloris chloris,166412593,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.0,1.0,1.0,2.0,,2.0,6.0,2.0,1.0
Vicia sepium,7173553,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,,,2.0,,,,,
Cardamine flexuosa,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,,,,,1.0,,,,
Trametes versicolor,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,,4.0,2.0,,1.0,,2.0,1.0,3.0
Taxus baccata,95808896,Least Concern,Increasing,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus,,1.0,2.0,,1.0,,,1.0,3.0
Motacilla alba,166400912,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,,1.0,,,,,,,
Larus canus,166271946,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,,4.0,2.0,1.0,2.0,,,1.0
Phasianus colchicus,166454046,Least Concern,Stable,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,2.0,1.0,,,,2.0,,,
Lepiota cristata,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lepiota,,1.0,,,,,,,
Apioperdon pyriforme,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Apioperdon,,,1.0,,,,,,
Metzgeria furcata,87781385,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,,,,,,1.0,,,
Stemonyphantes lineatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Stemonyphantes,,,,1.0,,,,,
Puccinia smyrnii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,,,,,3.0,,,,
Crepidotus luteolus,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,,,,1.0,,,,,
Anas platyrhynchos,166199836,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,8.0,8.0,1.0,1.0,1.0,5.0,,14.0,19.0
Viburnum tinus,121076349,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,,,,,,,,1.0,
Geranium pyrenaicum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,,,,,,1.0,,
Sitta europaea,199569378,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,,1.0,1.0,,,2.0,3.0,1.0,2.0
Fraxinus excelsior,67807718,Near Threatened,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,,2.0,2.0,,7.0,,,,1.0
Holcus lanatus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Holcus,,,1.0,,,,,,
Grimmia pulvinata,87713761,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,,,,,,,6.0,,
Erithacus rubecula,166350059,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,13.0,14.0,4.0,13.0,4.0,8.0,6.0,9.0,7.0
Rubus armeniacus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,,,,1.0,,,,
Helosciadium nodiflorum,13575513,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Helosciadium,,,,,2.0,,,,
Peniophora quercina,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,,,,,,,,,1.0
Ophrys apifera,7178911,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,,,,,,,,1.0,
Buddleja davidii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,,,,,,,1.0,1.0,2.0
Operophtera brumata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,,,,,,,,1.0,
Ardea cinerea,166317370,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.0,1.0,,8.0,,1.0,2.0,,1.0
Ligustrum ovalifolium,174890940,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,,,,,3.0,,,1.0,3.0
Fomitopsis betulina,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Fomitopsidaceae,Fomitopsis,,1.0,,,,,1.0,,
Parmelia sulcata,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,,,,,,1.0,,,
Araucaria araucana,2805113,Endangered,Decreasing,Plantae,Tracheophyta,Pinopsida,Pinales,Araucariaceae,Araucaria,,,,,1.0,,,,
Carduelis carduelis,199579742,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,14.0,9.0,3.0,12.0,3.0,5.0,23.0,13.0,2.0
Oniscus asellus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Isopoda,Oniscidae,Oniscus,,,,2.0,,,,,2.0
Ramaria stricta,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Gomphales,Gomphaceae,Ramaria,,,,1.0,,,,,
Heracleum sphondylium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,,,1.0,2.0,2.0,3.0,,,
Talpa europaea,221752008,Least Concern,Unknown,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,,1.0,6.0,,1.0,7.0,,,
Lachnum virgineum,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnum,,1.0,,,,,,,
Prunus laurocerasus,64116707,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,3.0,,,,6.0,,,1.0,2.0
Branta canadensis,166195258,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,4.0,2.0,4.0,1.0,1.0,,1.0,6.0,5.0
Acer platanoides,2286184,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,,,2.0,,,,,,
Gallinula chloropus,166459135,Least Concern,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,1.0,2.0,1.0,3.0,2.0,5.0,,3.0,8.0
Phaeotremella foliacea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Phaeotremella,,1.0,,,,,,,
Didymium squamulosum,Not Found,Unknown,Unknown,Protozoa,Mycetozoa,Myxomycetes,Physarales,Didymiaceae,Didymium,,1.0,,,,,,,
Alnus incana,80568337,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,,,,,,3.0,,,
Arrhenatherum elatius,7240670,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,,,,2.0,,,,,
Elasmostethus interstinctus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Elasmostethus,,,,1.0,,,,,
Certhia familiaris,264570283,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,,1.0,,,,1.0,3.0,1.0,
Sagina procumbens,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,,,,,,,,,1.0
Arabidopsis thaliana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Arabidopsis,,,,,1.0,,,,
Rosellinia aquila,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,1.0,1.0,1.0,,,,,,
Crataegus monogyna,68083007,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,,4.0,,,,,,,
Phalacrocorax carbo,166315940,Least Concern,Increasing,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,1.0,2.0,,2.0,,,,,
Exidia glandulosa,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Exidia,,1.0,,1.0,,,,,
Tubaria furfuracea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,1.0,1.0,2.0,,,,,,
Aucuba japonica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Garryales,Garryaceae,Aucuba,,,,,1.0,,,1.0,4.0
Homalothecium sericeum,87778117,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium,,,,,1.0,,1.0,,
Digitalis purpurea,2764797,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,,,,,,3.0,,1.0,
Draba verna,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,,,,2.0,,,,,
Filipendula ulmaria,42408831,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,,,,,1.0,,,,
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,1.0,,,,,,,,
Podiceps cristatus,166312625,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,,,,1.0,,,,,
Erica darleyensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,,,,,,1.0,,,
Regulus regulus,166445158,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,4.0,,1.0,,1.0,,,1.0,
Trochila ilicina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cenangiaceae,Trochila,1.0,,,,,,,,
Erinaceus europaeus,213411773,Near Threatened,Decreasing,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,,,,,,6.0,1.0,,
Plagiomnium undulatum,87781969,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,,,,,,1.0,,,
Cyanistes caeruleus,264532201,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,12.0,4.0,5.0,8.0,1.0,1.0,1.0,2.0,10.0
Spinus spinus,264582322,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,2.0,,,1.0,,,,,
Rubus idaeus,2765767,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,,1.0,,,,,,
Platanus hispanica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,,,,,,,,,1.0
Orthotrichum anomalum,87727352,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,,,,,,,4.0,,
Fomitiporia hippophaicola,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporia,1.0,,,,,,,,
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,,,,,,,1.0,,
Clavulina coralloides,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Clavulina,,1.0,,,,,,,
Tenuiphantes mengei,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Tenuiphantes,,,,1.0,,,,,
Rhynchostegium confertum,87733579,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Rhynchostegium,,,,,,,1.0,,1.0
Prunella modularis,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,7.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,2.0
Schizophyllum commune,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,,,,,,,,,1.0
Corylus avellana,80567135,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,,,2.0,3.0,1.0,3.0,2.0,1.0,4.0
Fringilla coelebs,166409759,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,6.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0
Primula veris,2764893,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,,,,,,,1.0,
Geranium robertianum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,,2.0,2.0,,,,,
Bryum argenteum,87724543,Least Concern,Unknown,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,,1.0,,2.0,,
Stereum rugosum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,,1.0,1.0,,,,,,
Dicranopalpus ramosus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Dicranopalpus,,,,,,1.0,,,
Tellima grandiflora,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,Tellima,,,,,,,,1.0,
Oryctolagus cuniculus,170619657,Endangered,Decreasing,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,,,,1.0,,,,,
Orbilia luteorubella,Not Found,Unknown,Unknown,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,1.0,,,,,,,,
Pyrrhula pyrrhula,166418813,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,2.0,,1.0,2.0,,,,,
Geum urbanum,2765446,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,1.0,,,1.0,5.0,,,2.0,3.0
Rosa canina,2765713,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,,,,1.0,,,,
Urtica dioica,78457212,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,,2.0,5.0,,9.0,,,1.0,2.0
Calycellina populina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycellina,1.0,,,,,,,,
Andricus lignicolus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus,,,,,,,,,3.0
Euphorbia helioscopia,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,,,,,3.0,,,
Daedaleopsis confragosa,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Daedaleopsis,,1.0,,,,1.0,,,
Asplenium scolopendrium,83506952,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,,,1.0,,1.0,3.0,,,1.0
Plantago lanceolata,2764827,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,,,,,7.0,,2.0,,
Sarcoscypha austriaca,Not Found,Unknown,Unknown,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,,,1.0,,,,,,
Turdus iliacus,166346241,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,2.0,,,,,,3.0,,1.0
Ilex aquifolium,68067360,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,,7.0,3.0,,9.0,,,1.0,5.0
Dryopteris affinis,84789458,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Dryopteris,,,,,,1.0,,,
Azolla filiculoides,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae,Azolla,,,,,,1.0,,,
Cerastium fontanum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,,,,2.0,2.0,,,,
Smyrnium olusatrum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Smyrnium,,,,,1.0,,,,
Clubiona comta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,,,,1.0,,,,,
Barbula unguiculata,87738651,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,,,,,1.0,
