Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Vanellus vanellus,166266204,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Vanellus,15.0,9.0,4.0,7.0,5.0,8.0,8.0,8.0,7.0
Corvus corone,264543876,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,7.0,4.0,5.0,5.0,3.0,1.0,7.0,6.0,7.0
Heracleum sphondylium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,,,1.0,,,,,,
Talpa europaea,221752008,Least Concern,Unknown,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,,,1.0,5.0,1.0,1.0,,,
Branta canadensis,166195258,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,6.0,2.0,6.0,14.0,8.0,3.0,9.0,10.0,7.0
Rattus norvegicus,221339363,Not Applicable,Stable,Animalia,Chordata,Mammalia,Rodentia,Muridae,Rattus,,2.0,,,,,2.0,,
Reseda luteola,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,,,,,,1.0,,,
Gallinula chloropus,166459135,Least Concern,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,4.0,4.0,1.0,2.0,3.0,4.0,6.0,4.0,13.0
Egretta garzetta,166459851,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,6.0,7.0,3.0,8.0,3.0,5.0,7.0,7.0,15.0
Gavia stellata,166326588,Least Concern,Unknown,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,1.0,,,,,,,,
Asio otus,210504585,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,,1.0,,,,,,,
Linaria cannabina,166415057,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,4.0,4.0,2.0,3.0,2.0,2.0,2.0,,
Falco peregrinus,210513652,Least Concern,Unknown,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,6.0,1.0,1.0,6.0,2.0,,1.0,,
Geheebia fallax,Not Found,Unknown,Unknown,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Geheebia,,,,,,1.0,,,
Conistra vaccinii,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,1.0,1.0,1.0,,4.0,,,,
Arrhenatherum elatius,7240670,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Arrhenatherum,,,,,,1.0,,,
Botaurus stellaris,166321351,Least Concern,Stable,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Botaurus,,,,,,,,,1.0
Mycena tenerrima,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,,,,,,1.0,,,
Certhia familiaris,264570283,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,1.0,,1.0,,1.0,1.0,1.0,,1.0
Epiphyas postvittana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epiphyas,,,,,,1.0,,,
Veronica persica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,,1.0,,,
Mustela nivalis,45200499,Least Concern,Stable,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,,2.0,,,2.0,,
Syntrichia ruralis,87772829,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,,,,1.0,,4.0,,,
Ficaria verna,55735247,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ficaria,,,,,,,,1.0,
Viola arvensis,2766307,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,,,,,,1.0,,,
Haematopus ostralegus,200211681,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Haematopodidae,Haematopus,7.0,3.0,,4.0,,1.0,,1.0,
Rhytidiadelphus squarrosus,87737123,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Hylocomiaceae,Rhytidiadelphus,,,,,,2.0,,,
Stellaria media,2758351,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,,,1.0,,,,,,
Agriopis leucophaearia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,,3.0,4.0,1.0,5.0,,,,
Phalacrocorax carbo,166315940,Least Concern,Increasing,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,4.0,3.0,2.0,3.0,4.0,4.0,,3.0,
Aloina aloides,87738458,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Aloina,,,,,,1.0,,,
Anser serrirostris,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,,,,,,1.0,,,
Tubaria furfuracea,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,,,,,,1.0,,,
Clitocybe phaeophthalma,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,,,,,,,,1.0,
Homalothecium sericeum,87778117,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Homalothecium,,,,,,2.0,,,
Spatula clypeata,166200605,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,5.0,5.0,3.0,4.0,4.0,5.0,8.0,4.0,4.0
Passer domesticus,199147773,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,3.0,1.0,2.0,4.0,1.0,,5.0,3.0,4.0
Draba verna,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,,,,1.0,,,,,
Streblotrichum convolutum,87738521,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Streblotrichum,,,,,,3.0,,,
Poa annua,1217340,Least Concern,Increasing,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Poa,,,1.0,,,1.0,,,
Corvus frugilegus,166339000,Vulnerable,Decreasing,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,1.0,1.0,,1.0,2.0,3.0,1.0,1.0
Athene noctua,210505328,Least Concern,Unknown,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,,,,,,1.0,,,1.0
Flammulina velutipes,122090923,Least Concern,Stable,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,,,,,1.0,1.0,,,
Melanitta nigra,166428834,Least Concern,Unknown,Animalia,Chordata,Aves,Anseriformes,Anatidae,Melanitta,,,,1.0,,,,,
Xanthoria parietina,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Xanthoria,,,,,,2.0,,,
Xylaria hypoxylon,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,,,,,,1.0,,1.0,
Phragmidium violaceum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,Phragmidium,,,,,,1.0,,,
Bubulcus ibis,166319497,Least Concern,Increasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,,,,,,,,1.0,
Lymnocryptes minimus,166243794,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,,,,1.0,,,,,
Arrhenia rickenii,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Arrhenia,,,,,,1.0,,,
Anas crecca,200197945,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,9.0,10.0,5.0,6.0,10.0,6.0,7.0,5.0,11.0
Aglais io,53706979,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,,1.0,,,,,,,
Panurus biarmicus,264585405,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Panuridae,Panurus,,,,,1.0,,,,
Aix galericulata,131911544,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,,,,,1.0,,,,
Euphorbia peplus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,,1.0,,,,,,
Biston strataria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Biston,,,,,1.0,,,,
Dendrocopos major,166214479,Least Concern,Decreasing,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,
Sturnus vulgaris,166360937,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,2.0,5.0,3.0,4.0,1.0,3.0,5.0,3.0,9.0
Podiceps cristatus,166312625,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,,,,,1.0,,,,
Fringilla montifringilla,264534717,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,,,,,1.0,,,,
Ardea alba,166318863,Least Concern,Increasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,1.0,2.0,1.0,4.0,3.0,6.0,8.0,10.0,10.0
Calidris canutus,154080160,Near Threatened,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,,,,,1.0,,,,
Stigmella aurella,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella,,,,,,1.0,,,
Illosporiopsis christiansenii,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Unknown,Illosporiopsis,,,,,,1.0,,,
Regulus regulus,166445158,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,,1.0,2.0,2.0,1.0,1.0,,1.0,3.0
Hypoxylon fragiforme,Not Found,Unknown,Unknown,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Hypoxylon,,,,,,,,1.0,
Tortula muralis,87757663,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,,,,,,3.0,,,
Branta bernicla,166196200,Least Concern,Stable,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,,,,1.0,,,,,
Actitis hypoleucos,166252539,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Actitis,,,,2.0,,,,,
