Species Name,Assessment ID,Red List Category,Population Trend,Kingdom,Phylum,Class,Order,Family,Genus,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023
Marchantia polymorpha,87781155,Least Concern,Stable,Plantae,Marchantiophyta,Marchantiopsida,Marchantiales,Marchantiaceae,Marchantia,3.0,,,,,1.0,1.0,,
Symphoricarpos albus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos,,,,,,,1.0,,
Allium ursinum,6826231,Least Concern,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allium,,,,,1.0,,1.0,1.0,
Cymbalaria muralis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,,,,,,1.0,2.0,,
Xanthorhoe ferrugata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,,,1.0,,,,,,
Lymnocryptes minimus,166243794,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Lymnocryptes,1.0,,,,,,,,
Anticlea derivata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Anticlea,,,1.0,,,,,,
Nola confusalis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,Nola,,,1.0,,,,,,
Aix galericulata,131911544,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aix,,,,,,1.0,1.0,,
Dicheirotrichus placidus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dicheirotrichus,,,,,,1.0,,,
Dendrocopos major,166214479,Least Concern,Decreasing,Animalia,Chordata,Aves,Piciformes,Picidae,Dendrocopos,1.0,,,3.0,,3.0,1.0,4.0,2.0
Syntomus truncatellus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Syntomus,,,,,,1.0,,,
Fringilla montifringilla,264534717,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,,,,1.0,,2.0,,,
Nebria brevicollis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Nebria,,,,,,1.0,,,
Ruscus aculeatus,5581331,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Ruscus,,,,,,,,1.0,
Apis mellifera,42463665,Data Deficient,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,,,,,,,1.0,1.0,
Tadorna tadorna,166197940,Least Concern,Stable,Animalia,Chordata,Aves,Anseriformes,Anatidae,Tadorna,,,,,,,2.0,,
Erannis defoliaria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,,,,1.0,,,,,
Capsella bursa-pastoris,2758177,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,,,1.0,,,,1.0,1.0,
Turdus philomelos,166346863,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,1.0,1.0,,2.0,2.0,,2.0,1.0,2.0
Aegithalos caudatus,264587236,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,Aegithalos,4.0,6.0,,2.0,4.0,5.0,4.0,3.0,7.0
Pulmonaria officinalis,2758321,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Pulmonaria,,,,,,1.0,,,
Pieris napi,53720059,Least Concern,Decreasing,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,,,,,,,,1.0,
Iris foetidissima,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,,,,,,,3.0,,
Coloeus monedula,Not Found,Unknown,Unknown,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,3.0,8.0,1.0,4.0,6.0,9.0,1.0,6.0,6.0
Larus argentatus,206585142,Least Concern,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,3.0,,,1.0,12.0,4.0,1.0,5.0,12.0
Asplenium ruta-muraria,83504118,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1.0,,,,,,1.0,,
Episyrphus balteatus,149167683,Least Concern,Unknown,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Episyrphus,,,,,,,,2.0,
Acleris sparsana,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,,,,,,,,,1.0
Tachybaptus ruficollis,166311395,Least Concern,Stable,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Tachybaptus,1.0,,,,4.0,,,,1.0
Tyto alba,210527163,Least Concern,Decreasing,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,,,,,,,,,1.0
Emberiza schoeniclus,166426048,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,2.0,,,,,,,1.0,
Anas acuta,166201297,Vulnerable,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,,,,,,,1.0,,
Bellis perennis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,,,1.0,,,1.0,,,
Gallinago gallinago,166243239,Vulnerable,Decreasing,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Gallinago,1.0,1.0,,,,,1.0,,
Rana temporaria,200721782,Least Concern,Stable,Animalia,Chordata,Amphibia,Anura,Ranidae,Rana,5.0,9.0,1.0,7.0,,3.0,10.0,3.0,
Aythya fuligula,166205462,Near Threatened,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,1.0,,,,,1.0,,,
Columba livia,166230154,Least Concern,Unknown,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,,,,3.0,11.0,1.0,1.0,9.0,8.0
Alauda arvensis,200204640,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Alauda,,,,,,,2.0,,
Eranthis hyemalis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Eranthis,,,,,,,,3.0,
Andrena fulva,21310215,Data Deficient,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,,,,,,,1.0,1.0,
Acanthis flammea,166430280,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,,,,,,,1.0,,
Chamaenerion angustifolium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,,,,,1.0,,,,
Catops morio,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Catops,,,,,,1.0,,,
Alcedo atthis,264589271,Least Concern,Decreasing,Animalia,Chordata,Aves,Coraciiformes,Alcedinidae,Alcedo,2.0,,,1.0,,,,1.0,1.0
Chloris chloris,166412593,Least Concern,Decreasing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.0,7.0,,1.0,,,2.0,3.0,2.0
Phaedon armoraciae,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phaedon,,,,,,1.0,,,
Vicia sepium,7173553,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,,,,,,,,,1.0
Paradromius linearis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Paradromius,,,,,,1.0,,,
Psammoecus bipunctatus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Silvanidae,Psammoecus,,,,,,1.0,,,
Ptychoptera albimanus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Ptychopteridae,Ptychoptera,,,,1.0,,,,,
Brassicogethes aeneus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Brassicogethes,,,,,,1.0,,,
Motacilla alba,166400912,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,3.0,,1.0,,2.0,1.0,2.0,2.0,2.0
Larus canus,166271946,Least Concern,Unknown,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,,,,1.0,4.0,,3.0,,4.0
Phasianus colchicus,166454046,Least Concern,Stable,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,1.0,1.0,,4.0,1.0,3.0,20.0,2.0,1.0
Campanula poscharskyana,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Campanula,,,,,,,1.0,,
Lampropteryx suffumata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lampropteryx,,,1.0,,,,,,
Rabelera holostea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Rabelera,,,,,1.0,,,3.0,
Metzgeria furcata,87781385,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,2.0,,2.0,,,2.0,,,
Scydmoraphes helvolus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Scydmoraphes,,,,,,1.0,,,
Anas platyrhynchos,166199836,Least Concern,Decreasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,10.0,7.0,1.0,2.0,17.0,10.0,6.0,12.0,7.0
Viburnum tinus,121076349,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,,,,,,,,2.0,
Sitta europaea,199569378,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,,,,,,,,,2.0
Grimmia pulvinata,87713761,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,1.0,,,,,,1.0,,
Fraxinus excelsior,67807718,Near Threatened,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,,,,,,,1.0,,
Erithacus rubecula,166350059,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Erithacus,14.0,6.0,,4.0,8.0,7.0,3.0,4.0,14.0
Phylloscopus collybita,264567918,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,,,,,1.0,1.0,1.0,3.0,
Mergus merganser,166211915,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,,,,,3.0,3.0,1.0,3.0,3.0
Oxypselaphus obscurus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Oxypselaphus,,,,,,1.0,,,
Anthrenus verbasci,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus,,,,,,,,1.0,
Ardea cinerea,166317370,Least Concern,Decreasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,3.0,1.0,1.0,,4.0,1.0,2.0,4.0,3.0
Vinca minor,2758273,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca,,,,,,1.0,,,
Carduelis carduelis,199579742,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,8.0,7.0,,2.0,1.0,3.0,3.0,4.0,6.0
Orthosia gracilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,,,1.0,,,,,,
Talpa europaea,221752008,Least Concern,Unknown,Animalia,Chordata,Mammalia,Soricomorpha,Talpidae,Talpa,1.0,8.0,16.0,7.0,2.0,2.0,1.0,,2.0
Heracleum sphondylium,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,,,1.0,,1.0,,,,
Prunus laurocerasus,64116707,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,,,,1.0,,,
Branta canadensis,166195258,Least Concern,Increasing,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,2.0,,,1.0,,1.0,1.0,2.0,1.0
Gallinula chloropus,166459135,Least Concern,Decreasing,Animalia,Chordata,Aves,Gruiformes,Rallidae,Gallinula,4.0,2.0,,1.0,10.0,3.0,5.0,7.0,7.0
Elasmostethus interstinctus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Elasmostethus,,,,,,,2.0,,
Certhia familiaris,264570283,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,2.0,,,,,,,1.0,
Crataegus monogyna,68083007,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,,,,,1.0,,,,
Crangonyx pseudogracilis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Malacostraca,Amphipoda,Crangonyctidae,Crangonyx,,2.0,,,,,,,
Phalacrocorax carbo,166315940,Least Concern,Increasing,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,5.0,2.0,,1.0,9.0,6.0,2.0,1.0,10.0
Isochnus foliorum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Isochnus,,,,,,1.0,,,
Digitalis purpurea,2764797,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis,,,,,,1.0,,,
Filipendula ulmaria,42408831,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Filipendula,,,,,,,1.0,,
Mormo maura,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mormo,,,,,1.0,,,,
Bubulcus ibis,166319497,Least Concern,Increasing,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Bubulcus,,,,,,,1.0,,
Aglais io,53706979,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,,,2.0,,2.0,,,,
Harmonia axyridis,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Harmonia,2.0,,1.0,,,,1.0,1.0,
Biston strataria,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Biston,1.0,3.0,6.0,2.0,1.0,,,,
Radula complanata,87739791,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Radulaceae,Radula,,,,,,1.0,,,
Regulus regulus,166445158,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,2.0,1.0,,,1.0,2.0,,,2.0
Felis catus,Not Found,Unknown,Unknown,Animalia,Chordata,Mammalia,Carnivora,Felidae,Felis,,,,,,,,,2.0
Erinaceus europaeus,213411773,Near Threatened,Decreasing,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus,,3.0,,4.0,1.0,1.0,1.0,2.0,
Bombus pascuorum,57367495,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,,2.0,3.0,,,,,
Plagiomnium undulatum,87781969,Least Concern,Stable,Plantae,Bryophyta,Bryopsida,Bryales,Mniaceae,Plagiomnium,4.0,,,,,,,,
Cyanistes caeruleus,264532201,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,6.0,7.0,1.0,4.0,7.0,6.0,3.0,6.0,15.0
Spinus spinus,264582322,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,,,,,,,1.0,1.0,
Clambus armadillo,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Clambidae,Clambus,,,,,,1.0,,,
Phymatocera aterrima,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Phymatocera,,,,,,,,1.0,
Xylocampa areola,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylocampa,,6.0,24.0,11.0,1.0,,,,
Coccinella septempunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Coccinella,,1.0,,1.0,2.0,2.0,8.0,1.0,
Ischnopterapion virens,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Ischnopterapion,,,,,,1.0,,,
Acasis viretata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Acasis,,,1.0,,,,,,
Prunella modularis,166409165,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,5.0,3.0,,4.0,2.0,2.0,3.0,7.0,7.0
Philorhizus melanocephalus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Philorhizus,,,,,,1.0,,,
Taraxacum officinale,2758459,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,,,,,,,1.0,1.0,
Corylus avellana,80567135,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Corylus,,,1.0,,,,,,
Fringilla coelebs,166409759,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,9.0,6.0,,3.0,2.0,8.0,1.0,3.0,4.0
Sphaeroderma rubidum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Histeridae,Anapleus,,,,,,1.0,,,
Fumaria bastardii,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,,,,,,1.0,,,
Prunus lusitanica,64116943,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,,,,,,1.0,
Primula veris,2764893,Least Concern,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,,,,,,,1.0,
Geranium robertianum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,,,,,,1.0,1.0,,
Ischnopterapion loti,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Apionidae,Ischnopterapion,,,,,,1.0,,,
Anthracus consputus,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Anthracus,,,,,,1.0,,,
Heracleum mantegazzianum,2641599,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,1.0,,,,,,2.0,,
Agathidium laevigatum,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Leiodidae,Agathidium,,,,,,1.0,,,
Oryctolagus cuniculus,170619657,Endangered,Decreasing,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,,3.0,4.0,2.0,3.0,1.0,,2.0,
Gastrophysa viridula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gastrophysa,,,,,,,,1.0,
Symphytum grandiflorum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Symphytum,,,,,,,,1.0,
Hyacinthoides non-scripta,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Hyacinthoides,,,,,,,1.0,,
Prunus spinosa,19400568,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,,,1.0,,1.0,2.0,
Bembidion guttula,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,,,,,,1.0,,,
Corvus corax,166340260,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,,,,,1.0,1.0,,5.0,2.0
Pyrrhula pyrrhula,166418813,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,,,,,,,,1.0,
Cardamine pratensis,5812787,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cardamine,,,,,1.0,1.0,,1.0,
Orthosia cerasi,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,1.0,12.0,30.0,20.0,4.0,,1.0,,
Agrotis puta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,,,2.0,,,,,,
Leucojum aestivum,45461549,Least Concern,Stable,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Leucojum,,,,,,,,1.0,
Urtica dioica,78457212,Least Concern,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,,,,,,1.0,,,
Bombus hortorum,57348408,Least Concern,Stable,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,,,,,,1.0,,
Camptogramma bilineata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Camptogramma,,1.0,,,,,,,
Cartodere nodifer,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cartodere,,,,,,1.0,,,
Asplenium scolopendrium,83506952,Least Concern,Stable,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1.0,,,,,,1.0,,
Helleborus orientalis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,,,,,,,1.0,1.0,
Turdus iliacus,166346241,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,4.0,,,2.0,2.0,4.0,,,6.0
Bombus hypnorum,57349456,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,1.0,3.0,2.0,,,3.0,,
Fannia mollissima,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,,,,1.0,,,,,
Anorthoa munda,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anorthoa,,1.0,1.0,2.0,1.0,,,,
Physcia adscendens,Not Found,Unknown,Unknown,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,,,,,,1.0,1.0,,
Lophocolea heterophylla,88382588,Least Concern,Stable,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Lophocoleaceae,Lophocolea,1.0,,,,,2.0,,,
Aesculus hippocastanum,68084249,Vulnerable,Decreasing,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,,,,,1.0,,,,
Primula vulgaris,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,,,,,,,2.0,,
Phlogophora meticulosa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Phlogophora,,2.0,1.0,4.0,,,1.0,,
Artemisia vulgaris,2758117,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,1.0,,,,,,,,
Arctium minus,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arctium,2.0,,,,,,,,
Veronica arvensis,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,1.0,,,,,,,
Ranunculus repens,5726616,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,,,,,,1.0,,1.0,
Turdus merula,264548442,Least Concern,Increasing,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,18.0,12.0,,4.0,5.0,6.0,6.0,9.0,19.0
Turdus viscivorus,264544715,Least Concern,Stable,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,,2.0,,1.0,1.0,4.0,,1.0,1.0
Cartodere bifasciata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Cartodere,,,,,,1.0,,,
Eupsilia transversa,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,,,1.0,1.0,,,,,
Agelastica alni,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Agelastica,,,,,,1.0,,4.0,
Cepaea hortensis,5054687,Least Concern,Stable,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,,,,,,,,1.0,
Stereum hirsutum,Not Found,Unknown,Unknown,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Stereum,,,,,,,1.0,,
Lutra lutra,218069689,Near Threatened,Decreasing,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,,,1.0,,,,2.0,1.0,
Ribes sanguineum,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,,,,,,,,3.0,
Circus aeruginosus,210508502,Least Concern,Decreasing,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,,,,,,,,,1.0
Anthus pratensis,154480081,Least Concern,Decreasing,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,2.0,,,,2.0,,,,1.0
Alsophila aescularia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Alsophila,,4.0,4.0,4.0,,,,,
Psyllobora vigintiduopunctata,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Psyllobora,,,,,,1.0,,,
Metzgeria consanguinea,87781338,Least Concern,Increasing,Plantae,Marchantiophyta,Jungermanniopsida,Metzgeriales,Metzgeriaceae,Metzgeria,1.0,,1.0,,,,,,
Pyracantha coccinea,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyracantha,,,,,,,,1.0,
Bombus pratorum,57368592,Least Concern,Increasing,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,,,2.0,1.0,,,,,
Veronica persica,Not Found,Unknown,Unknown,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,,,,,1.0,,,1.0,
Ficaria verna,55735247,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ficaria,,,,,2.0,7.0,6.0,,
Agriopis leucophaearia,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Agriopis,,,1.0,2.0,1.0,,,,
Viscum album,2766017,Least Concern,Stable,Plantae,Tracheophyta,Magnoliopsida,Santalales,Viscaceae,Viscum,,,,,,1.0,1.0,,
Anthocharis cardamines,53707517,Least Concern,Stable,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,,,6.0,,,,,,
Ochropleura plecta,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,,,1.0,,,,,,
Hylesinus varius,Not Found,Unknown,Unknown,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Hylesinus,,,,,,1.0,,,
Corvus frugilegus,166339000,Vulnerable,Decreasing,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,2.0,11.0,,2.0,4.0,3.0,1.0,4.0,2.0
