,ID,ScientificName,SourceURL,LifeForm
223,537,Corbicula fluminea,http://www.invasivespecies.net/database/species/ecology.asp?si=537&fr=1&sts=&lang=EN,mollusc
224,276,Coronilla varia,http://www.invasivespecies.net/database/species/ecology.asp?si=276&fr=1&sts=&lang=EN,herb
225,375,Cortaderia jubata,http://www.invasivespecies.net/database/species/ecology.asp?si=375&fr=1&sts=&lang=EN,grass
226,373,Cortaderia selloana,http://www.invasivespecies.net/database/species/ecology.asp?si=373&fr=1&sts=&lang=EN,grass
227,1199,Corvus splendens,http://www.invasivespecies.net/database/species/ecology.asp?si=1199&fr=1&sts=&lang=EN,bird
228,1174,Cotinus coggygria,http://www.invasivespecies.net/database/species/ecology.asp?si=1174&fr=1&sts=&lang=EN,"tree, shrub"
229,797,Crassostrea gigas,http://www.invasivespecies.net/database/species/ecology.asp?si=797&fr=1&sts=&lang=EN,mollusc
230,1517,Crassula helmsii,http://www.invasivespecies.net/database/species/ecology.asp?si=1517&fr=1&sts=&lang=EN,"aquatic plant, succulent"
231,600,Crepidula fornicata,http://www.invasivespecies.net/database/species/ecology.asp?si=600&fr=1&sts=&lang=EN,mollusc
232,1694,Cricetomys gambianus,http://www.invasivespecies.net/database/species/ecology.asp?si=1694&fr=1&sts=&lang=EN,mammal
233,550,Cronartium ribicola,http://www.invasivespecies.net/database/species/ecology.asp?si=550&fr=1&sts=&lang=EN,fungus
234,124,Cryphonectria parasitica,http://www.invasivespecies.net/database/species/ecology.asp?si=124&fr=1&sts=&lang=EN,fungus
235,1695,Cryptococcus fagisuga,http://www.invasivespecies.net/database/species/ecology.asp?si=1695&fr=1&sts=&lang=EN,
236,347,Cryptostegia grandiflora,http://www.invasivespecies.net/database/species/ecology.asp?si=347&fr=1&sts=&lang=EN,"vine, climber"
237,1628,Cryptostegia madagascariensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1628&fr=1&sts=&lang=EN,"vine, climber"
238,369,Ctenopharyngodon idella,http://www.invasivespecies.net/database/species/ecology.asp?si=369&fr=1&sts=&lang=EN,fish
239,482,Culex quinquefasciatus,http://www.invasivespecies.net/database/species/ecology.asp?si=482&fr=1&sts=&lang=EN,insect
240,641,Cupaniopsis anacardioides,http://www.invasivespecies.net/database/species/ecology.asp?si=641&fr=1&sts=&lang=EN,tree
241,1276,Cuphea ignea,http://www.invasivespecies.net/database/species/ecology.asp?si=1276&fr=1&sts=&lang=EN,shrub
242,1183,Cyathea cooperi,http://www.invasivespecies.net/database/species/ecology.asp?si=1183&fr=1&sts=&lang=EN,fern
243,973,Cygnus olor,http://www.invasivespecies.net/database/species/ecology.asp?si=973&fr=1&sts=&lang=EN,bird
244,1446,Cylindroiulus latestriatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1446&fr=1&sts=&lang=EN,centipede/millipede
245,1563,Cynanchum rossicum,http://www.invasivespecies.net/database/species/ecology.asp?si=1563&fr=1&sts=&lang=EN,"vine, climber"
246,1696,Cynara cardunculus,http://www.invasivespecies.net/database/species/ecology.asp?si=1696&fr=1&sts=&lang=EN,herb
247,202,Cynodon dactylon,http://www.invasivespecies.net/database/species/ecology.asp?si=202&fr=1&sts=&lang=EN,grass
248,1193,Cynoglossum officinale,http://www.invasivespecies.net/database/species/ecology.asp?si=1193&fr=1&sts=&lang=EN,herb
249,1448,Cyperus rotundus,http://www.invasivespecies.net/database/species/ecology.asp?si=1448&fr=1&sts=&lang=EN,sedge
250,1148,Cyprinella lutrensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1148&fr=1&sts=&lang=EN,fish
251,60,Cyprinus carpio,http://www.invasivespecies.net/database/species/ecology.asp?si=60&fr=1&sts=&lang=EN,fish
252,441,Cytisus scoparius,http://www.invasivespecies.net/database/species/ecology.asp?si=441&fr=1&sts=&lang=EN,shrub
253,1186,Dalbergia sissoo,http://www.invasivespecies.net/database/species/ecology.asp?si=1186&fr=1&sts=&lang=EN,tree
254,998,Daphnia lumholtzi,http://www.invasivespecies.net/database/species/ecology.asp?si=998&fr=1&sts=&lang=EN,crustacean
255,1187,Delairea odorata,http://www.invasivespecies.net/database/species/ecology.asp?si=1187&fr=1&sts=&lang=EN,"vine, climber"
256,1710,Dendrobaena octaedra,http://www.invasivespecies.net/database/species/ecology.asp?si=1710&fr=1&sts=&lang=EN,annelid
257,1405,Dendroctonus valens,http://www.invasivespecies.net/database/species/ecology.asp?si=1405&fr=1&sts=&lang=EN,insect
258,1697,Dendrodrilus rubidus,http://www.invasivespecies.net/database/species/ecology.asp?si=1697&fr=1&sts=&lang=EN,annelid
259,1428,Dendrolimus sibiricus,http://www.invasivespecies.net/database/species/ecology.asp?si=1428&fr=1&sts=&lang=EN,insect
260,1497,Diaphorina citri,http://www.invasivespecies.net/database/species/ecology.asp?si=1497&fr=1&sts=&lang=EN,insect
261,161,Dichrostachys cinerea,http://www.invasivespecies.net/database/species/ecology.asp?si=161&fr=1&sts=&lang=EN,"tree, shrub"
262,775,Didymosphenia geminata,http://www.invasivespecies.net/database/species/ecology.asp?si=775&fr=1&sts=&lang=EN,alga
263,1220,Dioscorea bulbifera,http://www.invasivespecies.net/database/species/ecology.asp?si=1220&fr=1&sts=&lang=EN,"herb, vine, climber"
264,296,Dioscorea oppositifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=296&fr=1&sts=&lang=EN,"herb, vine, climber"
265,804,Dipogon lignosus,http://www.invasivespecies.net/database/species/ecology.asp?si=804&fr=1&sts=&lang=EN,"vine, climber"
266,224,Discula destructiva,http://www.invasivespecies.net/database/species/ecology.asp?si=224&fr=1&sts=&lang=EN,fungus
267,918,Dreissena bugensis,http://www.invasivespecies.net/database/species/ecology.asp?si=918&fr=1&sts=&lang=EN,mollusc
268,50,Dreissena polymorpha,http://www.invasivespecies.net/database/species/ecology.asp?si=50&fr=1&sts=&lang=EN,mollusc
269,1286,Duchesnea indica,http://www.invasivespecies.net/database/species/ecology.asp?si=1286&fr=1&sts=&lang=EN,herb
270,1465,Dysdera crocata,http://www.invasivespecies.net/database/species/ecology.asp?si=1465&fr=1&sts=&lang=EN,"insect, arachnid"
271,289,Egeria densa,http://www.invasivespecies.net/database/species/ecology.asp?si=289&fr=1&sts=&lang=EN,aquatic plant
272,70,Eichhornia crassipes,http://www.invasivespecies.net/database/species/ecology.asp?si=70&fr=1&sts=&lang=EN,aquatic plant
273,216,Elaeagnus angustifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=216&fr=1&sts=&lang=EN,"tree, shrub"
274,273,Elaeagnus pungens,http://www.invasivespecies.net/database/species/ecology.asp?si=273&fr=1&sts=&lang=EN,shrub
275,262,Elaeagnus umbellata,http://www.invasivespecies.net/database/species/ecology.asp?si=262&fr=1&sts=&lang=EN,"tree, shrub"
276,377,Elaeis guineensis,http://www.invasivespecies.net/database/species/ecology.asp?si=377&fr=1&sts=&lang=EN,palm
277,1572,Elaphe guttata,http://www.invasivespecies.net/database/species/ecology.asp?si=1572&fr=1&sts=&lang=EN,reptile
278,1298,Elephantopus mollis,http://www.invasivespecies.net/database/species/ecology.asp?si=1298&fr=1&sts=&lang=EN,herb
279,1299,Elettaria cardamomum,http://www.invasivespecies.net/database/species/ecology.asp?si=1299&fr=1&sts=&lang=EN,herb
280,105,Eleutherodactylus coqui,http://www.invasivespecies.net/database/species/ecology.asp?si=105&fr=1&sts=&lang=EN,amphibian
281,1268,Eleutherodactylus johnstonei,http://www.invasivespecies.net/database/species/ecology.asp?si=1268&fr=1&sts=&lang=EN,amphibian
282,606,Eleutherodactylus planirostris,http://www.invasivespecies.net/database/species/ecology.asp?si=606&fr=1&sts=&lang=EN,amphibian
283,1631,Elminius modestus,http://www.invasivespecies.net/database/species/ecology.asp?si=1631&fr=1&sts=&lang=EN,crustacean
284,290,Elodea canadensis,http://www.invasivespecies.net/database/species/ecology.asp?si=290&fr=1&sts=&lang=EN,aquatic plant
285,1790,Epipremnum pinnatum,http://www.invasivespecies.net/database/species/ecology.asp?si=1790&fr=1&sts=&lang=EN,"vine, climber"
286,639,Equus asinus,http://www.invasivespecies.net/database/species/ecology.asp?si=639&fr=1&sts=&lang=EN,mammal
287,1632,Equus caballus,http://www.invasivespecies.net/database/species/ecology.asp?si=1632&fr=1&sts=&lang=EN,mammal
288,1278,Erigeron karvinskianus,http://www.invasivespecies.net/database/species/ecology.asp?si=1278&fr=1&sts=&lang=EN,herb
289,176,Erinaceus europaeus,http://www.invasivespecies.net/database/species/ecology.asp?si=176&fr=1&sts=&lang=EN,mammal
290,1255,Eriobotrya japonica,http://www.invasivespecies.net/database/species/ecology.asp?si=1255&fr=1&sts=&lang=EN,tree
291,38,Eriocheir sinensis,http://www.invasivespecies.net/database/species/ecology.asp?si=38&fr=1&sts=&lang=EN,crustacean
292,518,Erodium cicutarium,http://www.invasivespecies.net/database/species/ecology.asp?si=518&fr=1&sts=&lang=EN,herb
293,1204,Erythrocebus patas,http://www.invasivespecies.net/database/species/ecology.asp?si=1204&fr=1&sts=&lang=EN,mammal
294,1764,Esox lucius,http://www.invasivespecies.net/database/species/ecology.asp?si=1764&fr=1&sts=&lang=EN,fish
295,1633,Estrilda astrild,http://www.invasivespecies.net/database/species/ecology.asp?si=1633&fr=1&sts=&lang=EN,bird
296,983,Eugenia uniflora,http://www.invasivespecies.net/database/species/ecology.asp?si=983&fr=1&sts=&lang=EN,"tree, shrub"
297,92,Euglandina rosea,http://www.invasivespecies.net/database/species/ecology.asp?si=92&fr=1&sts=&lang=EN,mollusc
298,574,Euonymus alata,http://www.invasivespecies.net/database/species/ecology.asp?si=574&fr=1&sts=&lang=EN,shrub
299,575,Euonymus fortunei,http://www.invasivespecies.net/database/species/ecology.asp?si=575&fr=1&sts=&lang=EN,"vine, climber"
300,802,Eupatorium cannabinum,http://www.invasivespecies.net/database/species/ecology.asp?si=802&fr=1&sts=&lang=EN,herb
301,83,Euphorbia esula,http://www.invasivespecies.net/database/species/ecology.asp?si=83&fr=1&sts=&lang=EN,herb
302,717,Euryops multifidus,http://www.invasivespecies.net/database/species/ecology.asp?si=717&fr=1&sts=&lang=EN,shrub
303,1249,Falcataria moluccana,http://www.invasivespecies.net/database/species/ecology.asp?si=1249&fr=1&sts=&lang=EN,tree
304,24,Felis catus,http://www.invasivespecies.net/database/species/ecology.asp?si=24&fr=1&sts=&lang=EN,mammal
305,1382,Ficopomatus enigmaticus,http://www.invasivespecies.net/database/species/ecology.asp?si=1382&fr=1&sts=&lang=EN,annelid
306,1634,Ficus microcarpus,http://www.invasivespecies.net/database/species/ecology.asp?si=1634&fr=1&sts=&lang=EN,tree
307,805,Ficus rubiginosa,http://www.invasivespecies.net/database/species/ecology.asp?si=805&fr=1&sts=&lang=EN,"tree, shrub"
308,1339,Flacourtia indica,http://www.invasivespecies.net/database/species/ecology.asp?si=1339&fr=1&sts=&lang=EN,tree
309,1292,Flemingia strobilifera,http://www.invasivespecies.net/database/species/ecology.asp?si=1292&fr=1&sts=&lang=EN,shrub
310,1038,Foot-and-mouth disease virus (FMDV),http://www.invasivespecies.net/database/species/ecology.asp?si=1038&fr=1&sts=&lang=EN,micro-organism
311,1328,Fragaria vesca,http://www.invasivespecies.net/database/species/ecology.asp?si=1328&fr=1&sts=&lang=EN,herb
312,810,Frangula alnus,http://www.invasivespecies.net/database/species/ecology.asp?si=810&fr=1&sts=&lang=EN,shrub
313,1307,Fraxinus floribunda,http://www.invasivespecies.net/database/species/ecology.asp?si=1307&fr=1&sts=&lang=EN,tree
314,1274,Fuchsia boliviana,http://www.invasivespecies.net/database/species/ecology.asp?si=1274&fr=1&sts=&lang=EN,"tree, shrub"
315,1256,Fuchsia magellanica,http://www.invasivespecies.net/database/species/ecology.asp?si=1256&fr=1&sts=&lang=EN,"vine, climber, shrub"
316,1291,Funtumia elastica,http://www.invasivespecies.net/database/species/ecology.asp?si=1291&fr=1&sts=&lang=EN,tree
317,1257,Furcraea foetida,http://www.invasivespecies.net/database/species/ecology.asp?si=1257&fr=1&sts=&lang=EN,"herb, succulent"
318,1661,Gallus gallus,http://www.invasivespecies.net/database/species/ecology.asp?si=1661&fr=1&sts=&lang=EN,bird
319,1745,Gallus varius,http://www.invasivespecies.net/database/species/ecology.asp?si=1745&fr=1&sts=&lang=EN,bird
320,126,Gambusia affinis,http://www.invasivespecies.net/database/species/ecology.asp?si=126&fr=1&sts=&lang=EN,fish
321,617,Gambusia holbrooki,http://www.invasivespecies.net/database/species/ecology.asp?si=617&fr=1&sts=&lang=EN,fish
322,1788,Gastrophryne carolinensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1788&fr=1&sts=&lang=EN,amphibian
323,1146,Gemma gemma,http://www.invasivespecies.net/database/species/ecology.asp?si=1146&fr=1&sts=&lang=EN,mollusc
324,1153,Geukensia demissa,http://www.invasivespecies.net/database/species/ecology.asp?si=1153&fr=1&sts=&lang=EN,mollusc
325,891,Glyceria maxima,http://www.invasivespecies.net/database/species/ecology.asp?si=891&fr=1&sts=&lang=EN,"aquatic plant, grass"
326,1660,Glyptoperichthys gibbiceps,http://www.invasivespecies.net/database/species/ecology.asp?si=1660&fr=1&sts=&lang=EN,fish
327,1751,Gonipterus scutellatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1751&fr=1&sts=&lang=EN,insect
328,1026,Gracilaria salicornia,http://www.invasivespecies.net/database/species/ecology.asp?si=1026&fr=1&sts=&lang=EN,alga
329,1698,Gracilaria vermiculophylla,http://www.invasivespecies.net/database/species/ecology.asp?si=1698&fr=1&sts=&lang=EN,aquatic plant
330,1329,Grevillea robusta,http://www.invasivespecies.net/database/species/ecology.asp?si=1329&fr=1&sts=&lang=EN,tree
331,1670,Gunnera manicata,http://www.invasivespecies.net/database/species/ecology.asp?si=1670&fr=1&sts=&lang=EN,herb
332,836,Gunnera tinctoria,http://www.invasivespecies.net/database/species/ecology.asp?si=836&fr=1&sts=&lang=EN,herb
333,544,Gymnocephalus cernuus,http://www.invasivespecies.net/database/species/ecology.asp?si=544&fr=1&sts=&lang=EN,fish
334,863,Gymnocoronis spilanthoides,http://www.invasivespecies.net/database/species/ecology.asp?si=863&fr=1&sts=&lang=EN,aquatic plant
335,645,Gymnodinium catenatum,http://www.invasivespecies.net/database/species/ecology.asp?si=645&fr=1&sts=&lang=EN,alga
336,1345,Gymnophthalmus underwoodi,http://www.invasivespecies.net/database/species/ecology.asp?si=1345&fr=1&sts=&lang=EN,reptile
337,1349,Gymnorhina tibicen,http://www.invasivespecies.net/database/species/ecology.asp?si=1349&fr=1&sts=&lang=EN,bird
338,1300,Haematoxylum campechianum,http://www.invasivespecies.net/database/species/ecology.asp?si=1300&fr=1&sts=&lang=EN,tree
339,1583,Halophila stipulacea,http://www.invasivespecies.net/database/species/ecology.asp?si=1583&fr=1&sts=&lang=EN,aquatic plant
340,668,Harmonia axyridis,http://www.invasivespecies.net/database/species/ecology.asp?si=668&fr=1&sts=&lang=EN,insect
341,469,Hedera helix,http://www.invasivespecies.net/database/species/ecology.asp?si=469&fr=1&sts=&lang=EN,"vine, climber"
342,1308,Hedychium coccineum,http://www.invasivespecies.net/database/species/ecology.asp?si=1308&fr=1&sts=&lang=EN,herb
343,1336,Hedychium coronarium,http://www.invasivespecies.net/database/species/ecology.asp?si=1336&fr=1&sts=&lang=EN,herb
344,196,Hedychium flavescens,http://www.invasivespecies.net/database/species/ecology.asp?si=196&fr=1&sts=&lang=EN,herb
345,57,Hedychium gardnerianum,http://www.invasivespecies.net/database/species/ecology.asp?si=57&fr=1&sts=&lang=EN,herb
346,1636,Heliotropium angiospermum,http://www.invasivespecies.net/database/species/ecology.asp?si=1636&fr=1&sts=&lang=EN,
347,1637,Heliotropium curassavicum,http://www.invasivespecies.net/database/species/ecology.asp?si=1637&fr=1&sts=&lang=EN,herb
348,1638,Helix aspersa,http://www.invasivespecies.net/database/species/ecology.asp?si=1638&fr=1&sts=&lang=EN,mollusc
349,1202,Hemiberlesia pitysophila,http://www.invasivespecies.net/database/species/ecology.asp?si=1202&fr=1&sts=&lang=EN,insect
350,1344,Hemidactylus frenatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1344&fr=1&sts=&lang=EN,reptile
351,1639,Hemidactylus mabouia,http://www.invasivespecies.net/database/species/ecology.asp?si=1639&fr=1&sts=&lang=EN,reptile
352,756,Hemigrapsus sanguineus,http://www.invasivespecies.net/database/species/ecology.asp?si=756&fr=1&sts=&lang=EN,crustacean
353,418,Heracleum mantegazzianum,http://www.invasivespecies.net/database/species/ecology.asp?si=418&fr=1&sts=&lang=EN,herb
354,86,Herpestes javanicus,http://www.invasivespecies.net/database/species/ecology.asp?si=86&fr=1&sts=&lang=EN,mammal
355,1334,Heteropogon contortus,http://www.invasivespecies.net/database/species/ecology.asp?si=1334&fr=1&sts=&lang=EN,grass
356,1747,Hieracium aurantiacum,http://www.invasivespecies.net/database/species/ecology.asp?si=1747&fr=1&sts=&lang=EN,herb
357,1341,Hieracium floribundum,http://www.invasivespecies.net/database/species/ecology.asp?si=1341&fr=1&sts=&lang=EN,herb
358,1640,Hieracium pilosella,http://www.invasivespecies.net/database/species/ecology.asp?si=1640&fr=1&sts=&lang=EN,herb
359,87,Hiptage benghalensis,http://www.invasivespecies.net/database/species/ecology.asp?si=87&fr=1&sts=&lang=EN,"vine, climber, shrub"
360,1315,Holcus lanatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1315&fr=1&sts=&lang=EN,grass
361,240,Homalodisca vitripennis,http://www.invasivespecies.net/database/species/ecology.asp?si=240&fr=1&sts=&lang=EN,insect
362,1271,Hoplochelus marginalis,http://www.invasivespecies.net/database/species/ecology.asp?si=1271&fr=1&sts=&lang=EN,insect
363,854,Houttuynia cordata,http://www.invasivespecies.net/database/species/ecology.asp?si=854&fr=1&sts=&lang=EN,shrub
364,272,Hydrilla verticillata,http://www.invasivespecies.net/database/species/ecology.asp?si=272&fr=1&sts=&lang=EN,aquatic plant
365,862,Hydrocharis morsus-ranae,http://www.invasivespecies.net/database/species/ecology.asp?si=862&fr=1&sts=&lang=EN,aquatic plant
366,759,Hygrophila polysperma,http://www.invasivespecies.net/database/species/ecology.asp?si=759&fr=1&sts=&lang=EN,aquatic plant
367,1442,Hylastes ater,http://www.invasivespecies.net/database/species/ecology.asp?si=1442&fr=1&sts=&lang=EN,insect
368,1197,Hypericum perforatum,http://www.invasivespecies.net/database/species/ecology.asp?si=1197&fr=1&sts=&lang=EN,herb
369,1201,Hyphantria cunea,http://www.invasivespecies.net/database/species/ecology.asp?si=1201&fr=1&sts=&lang=EN,insect
370,728,Hypnea musciformis,http://www.invasivespecies.net/database/species/ecology.asp?si=728&fr=1&sts=&lang=EN,alga
371,1330,Hypochaeris radicata,http://www.invasivespecies.net/database/species/ecology.asp?si=1330&fr=1&sts=&lang=EN,herb
372,1456,Hypogastura purpurescens,http://www.invasivespecies.net/database/species/ecology.asp?si=1456&fr=1&sts=&lang=EN,"collembola, springtail"
373,1457,Hypogastura viatica,http://www.invasivespecies.net/database/species/ecology.asp?si=1457&fr=1&sts=&lang=EN,"collembola, springtail"
374,774,Hypophthalmichthys molitrix,http://www.invasivespecies.net/database/species/ecology.asp?si=774&fr=1&sts=&lang=EN,fish
375,773,Hypophthalmichthys nobilis,http://www.invasivespecies.net/database/species/ecology.asp?si=773&fr=1&sts=&lang=EN,fish
376,1464,Icerya purchasi,http://www.invasivespecies.net/database/species/ecology.asp?si=1464&fr=1&sts=&lang=EN,insect
377,1022,Iguana iguana,http://www.invasivespecies.net/database/species/ecology.asp?si=1022&fr=1&sts=&lang=EN,reptile
378,1321,Ilyanassa obsoleta,http://www.invasivespecies.net/database/species/ecology.asp?si=1321&fr=1&sts=&lang=EN,mollusc
379,942,Impatiens glandulifera,http://www.invasivespecies.net/database/species/ecology.asp?si=942&fr=1&sts=&lang=EN,herb
380,1272,Impatiens walleriana,http://www.invasivespecies.net/database/species/ecology.asp?si=1272&fr=1&sts=&lang=EN,herb
381,16,Imperata cylindrica,http://www.invasivespecies.net/database/species/ecology.asp?si=16&fr=1&sts=&lang=EN,grass
382,477,Ipomoea aquatica,http://www.invasivespecies.net/database/species/ecology.asp?si=477&fr=1&sts=&lang=EN,"vine, climber"
383,1309,Ipomoea cairica,http://www.invasivespecies.net/database/species/ecology.asp?si=1309&fr=1&sts=&lang=EN,"vine, climber"
384,1441,Ips typographus,http://www.invasivespecies.net/database/species/ecology.asp?si=1441&fr=1&sts=&lang=EN,insect
385,873,Iris pseudacorus,http://www.invasivespecies.net/database/species/ecology.asp?si=873&fr=1&sts=&lang=EN,herb
386,349,Ischaemum polystachyum,http://www.invasivespecies.net/database/species/ecology.asp?si=349&fr=1&sts=&lang=EN,grass
387,1333,Jatropha gossypiifolia,http://www.invasivespecies.net/database/species/ecology.asp?si=1333&fr=1&sts=&lang=EN,
388,1449,Juncus tenuis,http://www.invasivespecies.net/database/species/ecology.asp?si=1449&fr=1&sts=&lang=EN,rush
389,1463,Juniperus bermudiana,http://www.invasivespecies.net/database/species/ecology.asp?si=1463&fr=1&sts=&lang=EN,tree
390,1306,Kalanchoe pinnata,http://www.invasivespecies.net/database/species/ecology.asp?si=1306&fr=1&sts=&lang=EN,succulent
391,738,Kappaphycus spp.,http://www.invasivespecies.net/database/species/ecology.asp?si=738&fr=1&sts=&lang=EN,alga
392,1198,Lachnellula willkommii,http://www.invasivespecies.net/database/species/ecology.asp?si=1198&fr=1&sts=&lang=EN,fungus
393,403,Lagarosiphon major,http://www.invasivespecies.net/database/species/ecology.asp?si=403&fr=1&sts=&lang=EN,aquatic plant
394,1641,Lama guanicoe,http://www.invasivespecies.net/database/species/ecology.asp?si=1641&fr=1&sts=&lang=EN,mammal
395,1018,Landoltia punctata,http://www.invasivespecies.net/database/species/ecology.asp?si=1018&fr=1&sts=&lang=EN,aquatic plant
396,56,Lantana camara,http://www.invasivespecies.net/database/species/ecology.asp?si=56&fr=1&sts=&lang=EN,shrub
397,663,Lasius neglectus,http://www.invasivespecies.net/database/species/ecology.asp?si=663&fr=1&sts=&lang=EN,insect
398,89,Lates niloticus,http://www.invasivespecies.net/database/species/ecology.asp?si=89&fr=1&sts=&lang=EN,fish
399,1787,Launaea intybacea,http://www.invasivespecies.net/database/species/ecology.asp?si=1787&fr=1&sts=&lang=EN,shrub
400,1247,Leiothrix lutea,http://www.invasivespecies.net/database/species/ecology.asp?si=1247&fr=1&sts=&lang=EN,bird
401,996,Lepidium latifolium,http://www.invasivespecies.net/database/species/ecology.asp?si=996&fr=1&sts=&lang=EN,herb
402,1799,Lepidium virginicum,http://www.invasivespecies.net/database/species/ecology.asp?si=1799&fr=1&sts=&lang=EN,herb
403,1326,Lepus americanus,http://www.invasivespecies.net/database/species/ecology.asp?si=1326&fr=1&sts=&lang=EN,mammal
404,1643,Lepus europaeus,http://www.invasivespecies.net/database/species/ecology.asp?si=1643&fr=1&sts=&lang=EN,mammal
405,270,Lespedeza cuneata,http://www.invasivespecies.net/database/species/ecology.asp?si=270&fr=1&sts=&lang=EN,"herb, shrub"
406,23,Leucaena leucocephala,http://www.invasivespecies.net/database/species/ecology.asp?si=23&fr=1&sts=&lang=EN,tree
407,613,Leuciscus idus,http://www.invasivespecies.net/database/species/ecology.asp?si=613&fr=1&sts=&lang=EN,fish
408,621,Ligustrum lucidum,http://www.invasivespecies.net/database/species/ecology.asp?si=621&fr=1&sts=&lang=EN,tree
409,90,Ligustrum robustum,http://www.invasivespecies.net/database/species/ecology.asp?si=90&fr=1&sts=&lang=EN,"tree, shrub"
410,241,Ligustrum sinense,http://www.invasivespecies.net/database/species/ecology.asp?si=241&fr=1&sts=&lang=EN,"tree, shrub"
411,1172,Ligustrum vulgare,http://www.invasivespecies.net/database/species/ecology.asp?si=1172&fr=1&sts=&lang=EN,shrub
412,620,Limnocharis flava,http://www.invasivespecies.net/database/species/ecology.asp?si=620&fr=1&sts=&lang=EN,aquatic plant
413,416,Limnoperna fortunei,http://www.invasivespecies.net/database/species/ecology.asp?si=416&fr=1&sts=&lang=EN,mollusc
414,602,Limnophila sessiliflora,http://www.invasivespecies.net/database/species/ecology.asp?si=602&fr=1&sts=&lang=EN,herb
415,1176,Linaria vulgaris,http://www.invasivespecies.net/database/species/ecology.asp?si=1176&fr=1&sts=&lang=EN,herb
416,127,Linepithema humile,http://www.invasivespecies.net/database/species/ecology.asp?si=127&fr=1&sts=&lang=EN,insect
417,1699,Linyphia triangularis,http://www.invasivespecies.net/database/species/ecology.asp?si=1699&fr=1&sts=&lang=EN,arachnid
418,80,Lithobates catesbeianus (=Rana catesbeiana),http://www.invasivespecies.net/database/species/ecology.asp?si=80&fr=1&sts=&lang=EN,amphibian
419,1258,Litoria aurea,http://www.invasivespecies.net/database/species/ecology.asp?si=1258&fr=1&sts=&lang=EN,amphibian
420,1259,Litsea glutinosa,http://www.invasivespecies.net/database/species/ecology.asp?si=1259&fr=1&sts=&lang=EN,tree
421,400,Littorina littorea,http://www.invasivespecies.net/database/species/ecology.asp?si=400&fr=1&sts=&lang=EN,mollusc
422,1645,Livistona chinensis,http://www.invasivespecies.net/database/species/ecology.asp?si=1645&fr=1&sts=&lang=EN,palm
423,158,Lonicera japonica,http://www.invasivespecies.net/database/species/ecology.asp?si=158&fr=1&sts=&lang=EN,"vine, climber"
424,1225,Lonicera maackii,http://www.invasivespecies.net/database/species/ecology.asp?si=1225&fr=1&sts=&lang=EN,shrub
425,1034,Lotus corniculatus,http://www.invasivespecies.net/database/species/ecology.asp?si=1034&fr=1&sts=&lang=EN,herb
426,871,Ludwigia peruviana,http://www.invasivespecies.net/database/species/ecology.asp?si=871&fr=1&sts=&lang=EN,aquatic plant
427,1711,Lumbricus rubellus,http://www.invasivespecies.net/database/species/ecology.asp?si=1711&fr=1&sts=&lang=EN,annelid
428,1555,Lumbricus terrestris,http://www.invasivespecies.net/database/species/ecology.asp?si=1555&fr=1&sts=&lang=EN,annelid
429,944,Lupinus polyphyllus,http://www.invasivespecies.net/database/species/ecology.asp?si=944&fr=1&sts=&lang=EN,herb
430,1094,Lutjanus kasmira,http://www.invasivespecies.net/database/species/ecology.asp?si=1094&fr=1&sts=&lang=EN,fish
431,1793,Luzula campestris,http://www.invasivespecies.net/database/species/ecology.asp?si=1793&fr=1&sts=&lang=EN,herb
432,1452,Lycalopex griseus,http://www.invasivespecies.net/database/species/ecology.asp?si=1452&fr=1&sts=&lang=EN,mammal
433,999,Lygodium japonicum,http://www.invasivespecies.net/database/species/ecology.asp?si=999&fr=1&sts=&lang=EN,"vine, climber, fern"
434,880,Lygodium microphyllum,http://www.invasivespecies.net/database/species/ecology.asp?si=880&fr=1&sts=&lang=EN,fern
435,96,Lymantria dispar,http://www.invasivespecies.net/database/species/ecology.asp?si=96&fr=1&sts=&lang=EN,insect
436,93,Lythrum salicaria,http://www.invasivespecies.net/database/species/ecology.asp?si=93&fr=1&sts=&lang=EN,"aquatic plant, herb"
437,139,Macaca fascicularis,http://www.invasivespecies.net/database/species/ecology.asp?si=139&fr=1&sts=&lang=EN,mammal
438,1205,Macaca mulatta,http://www.invasivespecies.net/database/species/ecology.asp?si=1205&fr=1&sts=&lang=EN,mammal
439,1227,Macfadyena unguis-cati,http://www.invasivespecies.net/database/species/ecology.asp?si=1227&fr=1&sts=&lang=EN,"vine, climber"
440,1580,Maconellicoccus hirsutus,http://www.invasivespecies.net/database/species/ecology.asp?si=1580&fr=1&sts=&lang=EN,insect
441,45,Melaleuca quinquenervia,http://www.invasivespecies.net/database/species/ecology.asp?si=45&fr=1&sts=&lang=EN,tree
442,1053,Melastoma candidum,http://www.invasivespecies.net/database/species/ecology.asp?si=1053&fr=1&sts=&lang=EN,shrub
