Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
"Cecropis F.Boie,",0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0
Cecropis daurica,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,264559502,Least Concern,Increasing,1,0,0,0,0,0,0,0,0,0,0,0,73,9,11,10,0,0,0,0
Celastrina argiolus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211396618,Least Concern,Increasing,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
Celonites abbreviatus,0,Animalia,Arthropoda,Insecta,Hymenoptera,Masaridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0
Centaurea calcitrapa,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea cyanus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,51180112,Least Concern,Decreasing,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea raphanina,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,225919606,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea zuccariniana,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium erythraea,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,2758201,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium maritimum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium pulchellum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,16703816,Least Concern,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium tenuiflorum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerambyx scopolii,0,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,5106170,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cerastium brachypetalum,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerastium illyricum,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,229834872,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Certhia brachydactyla,0,Animalia,Chordata,Aves,Passeriformes,Certhiidae,264570778,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,6,39,1,5,1,0,0,0
Cettia cetti,0,Animalia,Chordata,Aves,Passeriformes,Cettiidae,264547885,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Chaerophyllum temulum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenopodium album,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenopodium murale,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenopodium vulvaria,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloris chloris,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166412593,Least Concern,Decreasing,1,0,0,0,0,0,0,0,0,0,0,0,16,5,10,1,2,0,1,0
Chondrina arcadica,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Chondrinidae,4995712,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysanthemum segetum,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cichorium intybus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,6527012,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circaetus gallicus,0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,210508101,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0
Cistus ×incanus,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clematis flammula,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clematis vitalba,1,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clinopodium vulgare,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clypeola jonthlaspi,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccothraustes coccothraustes,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,264566591,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cochlostoma hellenicum,0,Animalia,Mollusca,Gastropoda,Architaenioglossa,Cochlostomatidae,220256279,Least Concern,Stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colias aurorina,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,211385632,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Colias croceus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Coloeus monedula,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Columba livia,1,Animalia,Chordata,Aves,Columbiformes,Columbidae,166230154,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
Conium maculatum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consolida ajacis,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convolvulus althaeoides,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convolvulus arvensis,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convolvulus cantabrica,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cordulegaster helladica,0,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,203274302,Vulnerable,Decreasing,0,0,0,0,0,0,0,0,0,9,15,6,0,0,0,0,0,0,25,37
Coronilla scorpioides,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus corax,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,166340260,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Corvus cornix,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,66,41,23,12,0,0,0,0
Corvus monedula,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,166338407,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,219,38,40,20,0,0,0,0
Crematogaster schmidti,0,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Crepis dioscoridis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis foetida,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis fraasii,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis hellenica,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis neglecta,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis rubra,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis sancta,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis setosa,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crocus nivalis,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Crucianella angustifolia,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crucianella latifolia,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crupina crupinastrum,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctenolepisma lineata,0,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Curruca cantillans,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,200219271,Least Concern,Increasing,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,13,0,0,0,0
Curruca curruca,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,264592510,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Curruca melanocephala,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,166388810,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,3,0,1,0,0
Cyanistes caeruleus,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264532201,Least Concern,Stable,1,0,0,0,0,0,0,0,0,0,0,1,26,46,7,25,0,0,0,0
Cyclamen hederifolium,0,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,2475736,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cygnus olor,1,Animalia,Chordata,Aves,Anseriformes,Anatidae,166189862,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Cynodon dactylon,1,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynoglossum columnae,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynoglossum creticum,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynosurus cristatus,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynosurus echinatus,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyperus longus,0,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,140394665,Least Concern,Stable,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytisus sessilifolius,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis glomerata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dasypyrum villosum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Datura stramonium,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daucus carota,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,19412090,Least Concern,Stable,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daucus involucratus,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,119885735,Least Concern,Stable,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delichon urbicum,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,264561964,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Dendrocoptes medius,0,Animalia,Chordata,Aves,Piciformes,Picidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,2,12,15,8,6,2,0,0,0
Dianthus diffusus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinocras megacephala,0,Animalia,Arthropoda,Insecta,Plecoptera,Perlidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dixus clypeatus,0,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Doratura lobele,0,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Dorycnium pentaphyllum,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dryopteris filix-mas,0,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,85425039,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echinops sphaerocephalus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echium italicum,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echium plantagineum,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ectemnius massiliensis,0,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Elaphe quatuorlineata,0,Animalia,Chordata,Squamata,,Colubridae,204978521,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Emberiza calandra,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166426657,Least Concern,Decreasing,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,0,0
Emberiza cia,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,264574795,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,1,0,0,0
Emberiza cirlus,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166421322,Least Concern,Decreasing,1,0,0,0,0,0,0,0,0,0,0,0,48,35,6,5,2,0,0,0
Emberiza hortulana,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166422798,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Emberiza schoeniclus,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166426048,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Empusa fasciata,0,Animalia,Arthropoda,Insecta,Mantodea,Empusidae,44798452,Data Deficient,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endotricha flammealis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ephemera lineata,0,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Epilobium tetragonum,0,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,5836260,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equisetum arvense,0,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,85427527,Least Concern,Increasing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equisetum telmateia,0,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,85452008,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erinaceus roumanicus,0,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,223132544,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Erithacus rubecula,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,166350059,Least Concern,Stable,1,0,0,0,0,0,0,0,0,0,0,0,4,104,0,2,0,1,0,0
Erodium cicutarium,1,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erodium malacoides,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eryngium campestre,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eryngium creticum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erynnis tages,0,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,211407139,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysimum asperulum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysimum graecum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eulasia pareyssei,0,Animalia,Arthropoda,Insecta,Coleoptera,Glaphyridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euonymus europaeus,0,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,119836513,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphorbia L.,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euphorbia chamaesyce,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euplagia quadripunctaria,0,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Euplocamus anthracinalis,0,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Euplocamus ophisa,0,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eurydema ornata,0,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Euscorpius naupliensis,0,Animalia,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,226675369,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Falco eleonorae,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210512489,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Falco tinnunculus,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210515355,Least Concern,Unknown,1,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,0,0,0
Favonius quercus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,211417691,Least Concern,Stable,0,0,0,0,0,0,0,0,0,6,0,0,0,26,0,0,0,0,1,0
Festuca Tourn.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ficus carica,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,224496277,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Filago arvensis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filago gallica,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filago pyramidata,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filago vulgaris,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forficula auricularia,0,Animalia,Arthropoda,Insecta,Dermaptera,Forficulidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fringilla coelebs,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166409759,Least Concern,Stable,1,0,0,0,0,0,0,0,0,0,0,0,43,194,27,25,1,2,0,0
Fumaria officinalis,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,2764779,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galerida cristata,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,264572635,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Galium aparine,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,2765924,Least Concern,Stable,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium debile,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,42409251,Least Concern,Stable,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium divaricatum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galium intricatum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
