Species Name,Invasive,Kingdom,Phylum,Class,Order,Family,Assessment ID,Red List Category,Population Trend,Observations_2005,Observations_2006,Observations_2007,Observations_2008,Observations_2009,Observations_2010,Observations_2012,Observations_2013,Observations_2014,Observations_2015,Observations_2016,Observations_2017,Observations_2018,Observations_2019,Observations_2020,Observations_2021,Observations_2022,Observations_2023,Observations_2024,Observations_2025
Carex ovalis,0,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Carlina corymbosa,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Carum L.,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carum graecum,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carum rupestre,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catapodium rigidum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cecropis F.Boie,",0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cecropis daurica,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,264559502,Least Concern,Increasing,0,1,0,0,0,0,0,0,1,0,50,0,4,0,1,0,128,0,1,0
Centaurea affinis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea pichleri,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea raphanina,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,225919606,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
Centaurea triumfettii,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurea vinyalsii,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium erythraea,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,2758201,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centaurium pulchellum,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,16703816,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cephalanthera longifolia,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,7167753,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cephalostenus elegans,0,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cerastium candidissimum,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cerastium illyricum,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,229834872,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Ceratina cucurbitina,0,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,13321484,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Certhia brachydactyla,0,Animalia,Chordata,Aves,Passeriformes,Certhiidae,264570778,Least Concern,Increasing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
Cetonia aurata,0,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cettia cetti,0,Animalia,Chordata,Aves,Passeriformes,Cettiidae,264547885,Least Concern,Stable,5,0,0,0,10,0,0,0,6,0,3,2,4,0,8,0,11,1,0,0
Charadrius dubius,0,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,166264107,Least Concern,Decreasing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chenopodium bonus-henricus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Not Found,Unknown,Unknown,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlaenius festivus,0,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chloris chloris,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,166412593,Least Concern,Decreasing,0,5,0,0,0,0,0,1,1,0,10,3,0,0,14,0,0,1,0,0
Chondrilla juncea,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Circaetus gallicus,0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,210508101,Least Concern,Unknown,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,11,5,4,1,1
Circus aeruginosus,0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,210508502,Least Concern,Decreasing,1,1,0,0,0,0,3,0,2,0,1,2,4,2,17,1,5,9,0,1
Circus cyaneus,0,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,210509233,Vulnerable,Decreasing,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0
Cirsium arvense,1,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cisticola juncidis,0,Animalia,Chordata,Aves,Passeriformes,Cisticolidae,264588377,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cistus salviifolius,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Clematis flammula,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clematis vitalba,1,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clinopodium vulgare,0,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clypeola jonthlaspi,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Coccothraustes coccothraustes,0,Animalia,Chordata,Aves,Passeriformes,Fringillidae,264566591,Least Concern,Increasing,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Codringtonia intusplicata,0,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,220241576,Vulnerable,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Coenonympha pamphilus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,211434061,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
Colchicum bivonae,0,Plantae,Tracheophyta,Liliopsida,Liliales,Colchicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Coleoptera,0,Animalia,Arthropoda,Insecta,Coleoptera,,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colias croceus,0,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Columba livia,1,Animalia,Chordata,Aves,Columbiformes,Columbidae,166230154,Least Concern,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0
Columba palumbus,0,Animalia,Chordata,Aves,Columbiformes,Columbidae,166231450,Least Concern,Increasing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Consolida ajacis,0,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Convolvulus althaeoides,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convolvulus arvensis,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Convolvulus cantabrica,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convolvulus elegantissimus,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Convolvulus mairei,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Not Found,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corvus corax,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,166340260,Least Concern,Increasing,0,2,0,0,0,0,0,4,2,0,0,0,0,0,7,0,3,2,0,0
Corvus cornix,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,Not Found,Unknown,Unknown,5,0,0,0,8,0,0,12,8,0,10,5,85,0,20,2,7,10,0,1
Corvus monedula,0,Animalia,Chordata,Aves,Passeriformes,Corvidae,166338407,Least Concern,Increasing,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0
Cotinus coggygria,1,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,119996147,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Coturnix coturnix,0,Animalia,Chordata,Aves,Galliformes,Phasianidae,166185991,Near Threatened,Decreasing,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crataegus pycnoloba,0,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,225955718,Least Concern,Stable,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Crepis bithynica,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crepis dioscoridis,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Crepis rubra,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
Crocothemis erythraea,0,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,208815771,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,3,0
Crocus nivalis,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Crocus olivieri,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Crocus sieberi,0,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,18609802,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cruciata Mill.,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruciata laevipes,0,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruciferae,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cucullia blattariae,0,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cuculus canorus,0,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,264553575,Least Concern,Stable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curruca cantillans,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,200219271,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0
Curruca communis,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,264551677,Least Concern,Increasing,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,4,0,0,0
Curruca curruca,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,264592510,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Curruca melanocephala,0,Animalia,Chordata,Aves,Passeriformes,Sylviidae,166388810,Least Concern,Stable,1,1,0,0,0,0,0,2,0,0,2,0,5,0,3,1,6,1,0,0
Cyanistes caeruleus,0,Animalia,Chordata,Aves,Passeriformes,Paridae,264532201,Least Concern,Stable,0,0,0,0,0,0,0,0,6,0,0,7,2,0,19,0,9,0,0,0
Cyanus pichleri,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cyclamen graecum,0,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,2475668,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cynodon dactylon,1,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cynosurus echinatus,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cynosurus elegans,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cystopteris Bernh.,0,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Cystopteridaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis L.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylis glomerata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daphne oleoides,0,Plantae,Tracheophyta,Magnoliopsida,Malvales,Thymelaeaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dasypyrum villosum,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Datura innoxia,0,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Daucus carota,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,19412090,Least Concern,Stable,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delichon urbicum,0,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,264561964,Least Concern,Stable,0,1,0,0,0,0,0,20,1,0,0,0,0,0,1,0,18,0,0,0
Dendrocopos leucotos,0,Animalia,Chordata,Aves,Piciformes,Picidae,166433146,Least Concern,Decreasing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dendrocopos major,0,Animalia,Chordata,Aves,Piciformes,Picidae,166214479,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dendrocoptes medius,0,Animalia,Chordata,Aves,Piciformes,Picidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,3,2,0,0
Desarmillaria tabescens,0,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dianthus L.,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dianthus diffusus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dianthus integer,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dianthus viscidus,0,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipsacus fullonum,0,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doratura lobele,0,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Dorycnium herbaceum,0,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Draba Dill.,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draba aizoides,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Dryomys nitedula,0,Animalia,Chordata,Mammalia,Rodentia,Gliridae,218743485,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ecballium elaterium,0,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Echinops ritro,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echinops sphaerocephalus,0,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Not Found,Unknown,Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echium L.,0,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Egretta garzetta,0,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,166459851,Least Concern,Decreasing,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
Elaphe quatuorlineata,0,Animalia,Chordata,Squamata,,Colubridae,204978521,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Elytrigia elongata,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Elytrigia intermedia,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elytrigia repens,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emberiza calandra,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166426657,Least Concern,Decreasing,10,1,0,0,8,0,0,3,16,0,20,3,2,0,1,0,4,2,1,0
Emberiza cia,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,264574795,Least Concern,Stable,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,2,0,0,1
Emberiza cirlus,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,166421322,Least Concern,Decreasing,2,0,0,0,3,0,0,4,16,0,4,7,2,0,11,0,3,3,2,0
Emberiza melanocephala,0,Animalia,Chordata,Aves,Passeriformes,Emberizidae,264569626,Least Concern,Unknown,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0
Empusa fasciata,0,Animalia,Arthropoda,Insecta,Mantodea,Empusidae,44798452,Data Deficient,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Emys orbicularis,0,Animalia,Chordata,Testudines,,Emydidae,207667247,Near Threatened,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Epilobium hirsutum,0,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,1044291,Least Concern,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremophila alpestris,0,Animalia,Chordata,Aves,Passeriformes,Alaudidae,166397043,Least Concern,Unknown,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"Eresus Walckenaer,",0,Animalia,Arthropoda,Arachnida,Araneae,Eresidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Erinaceus roumanicus,0,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,223132544,Least Concern,Stable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Erithacus rubecula,0,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,166350059,Least Concern,Stable,0,2,0,0,0,0,0,5,5,0,0,1,2,0,12,2,2,3,0,0
Erodium chrysanthum,0,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,1079310,Least Concern,Decreasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eryngium campestre,0,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Erysimum asperulum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erysimum graecum,0,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Not Found,Unknown,Unknown,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eumenes coarctatus,0,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eupholidoptera megastyla,0,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,45462686,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Euphorbia helioscopia,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Euphorbia polygalifolia,0,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Not Found,Unknown,Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Euscorpius Thorell,",0,Animalia,Arthropoda,Arachnida,Scorpiones,Euscorpiidae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Falco columbarius,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,154505853,Least Concern,Stable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Falco naumanni,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210512944,Least Concern,Increasing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Falco peregrinus,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210513652,Least Concern,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Falco subbuteo,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210514648,Least Concern,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco tinnunculus,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210515355,Least Concern,Unknown,2,2,0,0,0,0,2,2,1,0,3,1,3,0,5,0,1,0,0,0
Falco vespertinus,0,Animalia,Chordata,Aves,Falconiformes,Falconidae,210516159,Critically Endangered,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Festuca Tourn.,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Festuca circummediterranea,0,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Not Found,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
